unix,open,high,low,close,Volume LINK,Volume ETH,return,log_return,SMA_24,volatility_24
1659376800,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004616,0.010254
1659373200,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004620,0.010254
1659369600,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004616,0.004139
1659366000,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004613,0.004139
1659362400,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004609,0.004139
1659358800,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004605,0.004139
1659355200,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004601,0.004139
1659351600,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004597,0.004139
1659348000,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004593,0.004139
1659344400,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004589,0.004139
1659340800,0.004542,0.004542,0.004542,0.004542,0.000000,0.000000,0.000000,0.000000,0.004585,0.004139
1659337200,0.004542,0.004542,0.004542,0.004542,0.561024,0.002548,0.000000,0.000000,0.004581,0.004139
1659333600,0.004588,0.004588,0.004588,0.004588,0.000000,0.000000,0.010128,0.010077,0.004579,0.004706
1659330000,0.004588,0.004588,0.004588,0.004588,0.722558,0.003315,0.000000,0.000000,0.004577,0.004706
1659326400,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000872,0.000871,0.004575,0.004713
1659322800,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004574,0.004713
1659319200,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004572,0.004713
1659315600,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004570,0.004713
1659312000,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004568,0.004713
1659308400,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004566,0.004713
1659304800,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004564,0.004713
1659301200,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004562,0.004713
1659297600,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004565,0.002067
1659294000,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004567,0.002067
1659290400,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004569,0.002067
1659286800,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004571,0.002067
1659283200,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004573,0.002067
1659279600,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004575,0.002067
1659276000,0.004592,0.004592,0.004592,0.004592,0.000000,0.000000,0.000000,0.000000,0.004577,0.002067
1659272400,0.004592,0.004592,0.004592,0.004592,0.498642,0.002290,0.000000,0.000000,0.004579,0.002067
1659268800,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.019164,0.018982,0.004585,0.004337
1659265200,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.000000,0.000000,0.004591,0.004337
1659261600,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.000000,0.000000,0.004596,0.004337
1659258000,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.000000,0.000000,0.004602,0.004337
1659254400,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.000000,0.000000,0.004608,0.004337
1659250800,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.000000,0.000000,0.004614,0.004337
1659247200,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.000000,0.000000,0.004618,0.003908
1659243600,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.000000,0.000000,0.004621,0.003908
1659240000,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.000000,0.000000,0.004625,0.003912
1659236400,0.004680,0.004680,0.004680,0.004680,0.000000,0.000000,0.000000,0.000000,0.004629,0.003912
1659232800,0.004680,0.004680,0.004680,0.004680,0.623351,0.002917,0.000000,0.000000,0.004632,0.003912
1659229200,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,-0.015598,-0.015721,0.004633,0.005150
1659225600,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004634,0.005150
1659222000,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004634,0.005150
1659218400,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004635,0.005150
1659214800,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004635,0.005150
1659211200,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004636,0.005150
1659207600,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004637,0.005150
1659204000,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004637,0.005150
1659200400,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004638,0.005150
1659196800,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004639,0.005150
1659193200,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004639,0.005150
1659189600,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004640,0.005150
1659186000,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004640,0.005150
1659182400,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004637,0.003184
1659178800,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004634,0.003184
1659175200,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004631,0.003184
1659171600,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004628,0.003184
1659168000,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004625,0.003184
1659164400,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004622,0.003184
1659160800,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004619,0.003184
1659157200,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004616,0.003184
1659153600,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004613,0.003184
1659150000,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004610,0.003184
1659146400,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004607,0.003184
1659142800,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004607,0.000000
1659139200,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004607,0.000000
1659135600,0.004607,0.004607,0.004607,0.004607,0.000000,0.000000,0.000000,0.000000,0.004607,0.000000
1659132000,0.004607,0.004607,0.004607,0.004607,2.783978,0.012826,0.000000,0.000000,0.004607,0.000000
1659128400,0.004606,0.004606,0.004606,0.004606,0.000000,0.000000,-0.000217,-0.000217,0.004607,0.000044
1659124800,0.004606,0.004606,0.004606,0.004606,0.000000,0.000000,0.000000,0.000000,0.004607,0.000044
1659121200,0.004606,0.004606,0.004606,0.004606,0.000000,0.000000,0.000000,0.000000,0.004607,0.000044
1659117600,0.004606,0.004606,0.004606,0.004606,0.000000,0.000000,0.000000,0.000000,0.004607,0.000044
1659114000,0.004606,0.004606,0.004606,0.004606,0.000000,0.000000,0.000000,0.000000,0.004607,0.000044
1659110400,0.004606,0.004606,0.004606,0.004606,2.792465,0.012862,0.000000,0.000000,0.004607,0.000044
1659106800,0.004572,0.004590,0.004555,0.004590,92.815978,0.426000,-0.003474,-0.003480,0.004606,0.000709
1659103200,0.004592,0.004592,0.004592,0.004592,2.792465,0.012822,0.000436,0.000436,0.004605,0.000718
1659099600,0.004512,0.004512,0.004512,0.004512,10.190000,0.045976,-0.017422,-0.017575,0.004601,0.003600
1659096000,0.004476,0.004476,0.004476,0.004476,0.000000,0.000000,-0.007979,-0.008011,0.004596,0.003874
1659092400,0.004476,0.004476,0.004476,0.004476,0.000000,0.000000,0.000000,0.000000,0.004591,0.003874
1659088800,0.004476,0.004476,0.004476,0.004476,4.926429,0.022053,0.000000,0.000000,0.004585,0.003874
1659085200,0.004432,0.004432,0.004432,0.004432,0.000000,0.000000,-0.009830,-0.009879,0.004578,0.004245
1659081600,0.004432,0.004432,0.004432,0.004432,33.070872,0.146584,0.000000,0.000000,0.004570,0.004245
1659078000,0.004460,0.004460,0.004460,0.004460,0.000000,0.000000,0.006318,0.006298,0.004564,0.004534
1659074400,0.004460,0.004460,0.004460,0.004460,0.000000,0.000000,0.000000,0.000000,0.004558,0.004534
1659070800,0.004460,0.004460,0.004460,0.004460,0.000000,0.000000,0.000000,0.000000,0.004552,0.004534
1659067200,0.004460,0.004460,0.004460,0.004460,1.456297,0.006495,0.000000,0.000000,0.004546,0.004534
1659063600,0.004309,0.004309,0.004309,0.004309,0.000000,0.000000,-0.033857,-0.034443,0.004534,0.008023
1659060000,0.004309,0.004309,0.004309,0.004309,33.948364,0.146273,0.000000,0.000000,0.004521,0.008023
1659056400,0.004148,0.004148,0.004148,0.004148,0.000000,0.000000,-0.037364,-0.038080,0.004502,0.010659
1659052800,0.004148,0.004148,0.004148,0.004148,0.000000,0.000000,0.000000,0.000000,0.004483,0.010659
1659049200,0.004148,0.004148,0.004148,0.004148,0.000000,0.000000,0.000000,0.000000,0.004464,0.010659
1659045600,0.004145,0.004148,0.004145,0.004148,45.000000,0.186640,0.000000,0.000000,0.004445,0.010659
1659042000,0.004132,0.004146,0.004132,0.004146,1284.808408,5.326315,-0.000482,-0.000482,0.004425,0.010654
1659038400,0.004121,0.004121,0.004121,0.004121,0.000000,0.000000,-0.006030,-0.006048,0.004405,0.010619
1659034800,0.004121,0.004121,0.004121,0.004121,0.000000,0.000000,0.000000,0.000000,0.004385,0.010619
1659031200,0.004121,0.004121,0.004121,0.004121,0.000000,0.000000,0.000000,0.000000,0.004365,0.010619
1659027600,0.004121,0.004121,0.004121,0.004121,2.198004,0.009058,0.000000,0.000000,0.004345,0.010619
1659024000,0.004120,0.004120,0.004104,0.004104,25.201828,0.103420,-0.004125,-0.004134,0.004324,0.010575
1659020400,0.004095,0.004095,0.004095,0.004095,11.348323,0.046469,-0.002193,-0.002195,0.004303,0.010585
1659016800,0.004192,0.004192,0.004192,0.004192,0.000000,0.000000,0.023687,0.023411,0.004286,0.012039
1659013200,0.004192,0.004192,0.004192,0.004192,0.000000,0.000000,0.000000,0.000000,0.004273,0.011697
1659009600,0.004192,0.004192,0.004192,0.004192,0.000000,0.000000,0.000000,0.000000,0.004261,0.011663
1659006000,0.004192,0.004192,0.004192,0.004192,0.000000,0.000000,0.000000,0.000000,0.004249,0.011663
1659002400,0.004192,0.004192,0.004192,0.004192,28.858572,0.120964,0.000000,0.000000,0.004238,0.011663
1658998800,0.004138,0.004138,0.004138,0.004138,0.000000,0.000000,-0.012882,-0.012965,0.004225,0.011760
1658995200,0.004138,0.004138,0.004138,0.004138,0.000000,0.000000,0.000000,0.000000,0.004213,0.011760
1658991600,0.004138,0.004138,0.004138,0.004138,0.000000,0.000000,0.000000,0.000000,0.004200,0.011617
1658988000,0.004160,0.004160,0.004138,0.004138,8.419849,0.034839,0.000000,0.000000,0.004186,0.011617
1658984400,0.004217,0.004217,0.004217,0.004217,0.000000,0.000000,0.019091,0.018911,0.004176,0.012459
1658980800,0.004217,0.004217,0.004217,0.004217,0.000000,0.000000,0.000000,0.000000,0.004166,0.012459
1658977200,0.004217,0.004217,0.004217,0.004217,0.000000,0.000000,0.000000,0.000000,0.004162,0.010486
1658973600,0.004217,0.004217,0.004217,0.004217,0.000000,0.000000,0.000000,0.000000,0.004158,0.010486
1658970000,0.004217,0.004217,0.004217,0.004217,36.736792,0.154919,0.000000,0.000000,0.004161,0.007033
1658966400,0.004227,0.004227,0.004227,0.004227,0.000000,0.000000,0.002371,0.002369,0.004165,0.007040
1658962800,0.004227,0.004227,0.004227,0.004227,0.000000,0.000000,0.000000,0.000000,0.004168,0.007040
1658959200,0.004227,0.004227,0.004227,0.004227,0.000000,0.000000,0.000000,0.000000,0.004171,0.007040
1658955600,0.004227,0.004227,0.004227,0.004227,0.000000,0.000000,0.000000,0.000000,0.004175,0.007037
1658952000,0.004227,0.004227,0.004227,0.004227,3.698007,0.015632,0.000000,0.000000,0.004179,0.006887
1658948400,0.004300,0.004300,0.004300,0.004300,0.000000,0.000000,0.017270,0.017123,0.004186,0.007631
1658944800,0.004300,0.004300,0.004300,0.004300,0.000000,0.000000,0.000000,0.000000,0.004194,0.007631
1658941200,0.004300,0.004300,0.004300,0.004300,0.000000,0.000000,0.000000,0.000000,0.004201,0.007631
1658937600,0.004300,0.004300,0.004300,0.004300,0.000000,0.000000,0.000000,0.000000,0.004209,0.007538
1658934000,0.004300,0.004300,0.004300,0.004300,0.000000,0.000000,0.000000,0.000000,0.004218,0.007498
1658930400,0.004300,0.004300,0.004300,0.004300,0.000000,0.000000,0.000000,0.000000,0.004222,0.005921
1658926800,0.004300,0.004300,0.004300,0.004300,0.000000,0.000000,0.000000,0.000000,0.004227,0.005921
1658923200,0.004300,0.004300,0.004300,0.004300,0.000000,0.000000,0.000000,0.000000,0.004232,0.005921
1658919600,0.004300,0.004300,0.004300,0.004300,0.000000,0.000000,0.000000,0.000000,0.004236,0.005921
1658916000,0.004300,0.004303,0.004300,0.004300,2107.586677,9.062623,0.000000,0.000000,0.004241,0.005921
1658912400,0.004300,0.004300,0.004300,0.004300,219.426686,0.943535,0.000000,0.000000,0.004247,0.005132
1658908800,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.038140,0.037430,0.004261,0.009033
1658905200,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004274,0.009033
1658901600,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004288,0.009033
1658898000,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004298,0.008391
1658894400,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004309,0.008391
1658890800,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004319,0.008391
1658887200,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004329,0.008391
1658883600,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004339,0.008391
1658880000,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004349,0.008405
1658876400,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004359,0.008405
1658872800,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004369,0.008405
1658869200,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004379,0.008405
1658865600,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004389,0.008405
1658862000,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004396,0.007785
1658858400,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004402,0.007785
1658854800,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004409,0.007785
1658851200,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004416,0.007785
1658847600,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004423,0.007785
1658844000,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004430,0.007785
1658840400,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004437,0.007785
1658836800,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004444,0.007785
1658833200,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004450,0.007785
1658829600,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004457,0.007785
1658826000,0.004464,0.004464,0.004464,0.004464,0.000000,0.000000,0.000000,0.000000,0.004464,0.007785
1658822400,0.004465,0.004465,0.004464,0.004464,7.151392,0.031923,0.000000,0.000000,0.004464,0.000000
1658818800,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,-0.005824,-0.005841,0.004463,0.001189
1658815200,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004462,0.001189
1658811600,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004461,0.001189
1658808000,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004460,0.001189
1658804400,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004459,0.001189
1658800800,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004458,0.001189
1658797200,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004456,0.001189
1658793600,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004455,0.001189
1658790000,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004454,0.001189
1658786400,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004453,0.001189
1658782800,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004452,0.001189
1658779200,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004451,0.001189
1658775600,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004450,0.001189
1658772000,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004449,0.001189
1658768400,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004448,0.001189
1658764800,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004447,0.001189
1658761200,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004446,0.001189
1658757600,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004444,0.001189
1658754000,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004443,0.001189
1658750400,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004442,0.001189
1658746800,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004441,0.001189
1658743200,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004440,0.001189
1658739600,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004439,0.001189
1658736000,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004438,0.001189
1658732400,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004438,0.000000
1658728800,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004438,0.000000
1658725200,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004438,0.000000
1658721600,0.004438,0.004438,0.004438,0.004438,0.000000,0.000000,0.000000,0.000000,0.004438,0.000000
1658718000,0.004438,0.004438,0.004438,0.004438,3.712455,0.016476,0.000000,0.000000,0.004438,0.000000
1658714400,0.004392,0.004392,0.004392,0.004392,0.000000,0.000000,-0.010365,-0.010419,0.004436,0.002116
1658710800,0.004392,0.004392,0.004392,0.004392,0.000000,0.000000,0.000000,0.000000,0.004434,0.002116
1658707200,0.004392,0.004392,0.004392,0.004392,0.000000,0.000000,0.000000,0.000000,0.004432,0.002116
1658703600,0.004392,0.004392,0.004392,0.004392,0.000000,0.000000,0.000000,0.000000,0.004430,0.002116
1658700000,0.004392,0.004392,0.004392,0.004392,11.202854,0.049203,0.000000,0.000000,0.004428,0.002116
1658696400,0.004390,0.004390,0.004390,0.004390,0.000000,0.000000,-0.000455,-0.000455,0.004426,0.002114
1658692800,0.004390,0.004390,0.004390,0.004390,0.000000,0.000000,0.000000,0.000000,0.004424,0.002114
1658689200,0.004390,0.004390,0.004390,0.004390,0.000000,0.000000,0.000000,0.000000,0.004422,0.002114
1658685600,0.004390,0.004390,0.004390,0.004390,0.000000,0.000000,0.000000,0.000000,0.004420,0.002114
1658682000,0.004390,0.004390,0.004390,0.004390,0.000000,0.000000,0.000000,0.000000,0.004418,0.002114
1658678400,0.004390,0.004390,0.004390,0.004390,0.000000,0.000000,0.000000,0.000000,0.004416,0.002114
1658674800,0.004390,0.004390,0.004390,0.004390,0.000000,0.000000,0.000000,0.000000,0.004414,0.002114
1658671200,0.004385,0.004390,0.004385,0.004390,44.241911,0.194243,0.000000,0.000000,0.004412,0.002114
1658667600,0.004420,0.004420,0.004420,0.004420,0.000000,0.000000,0.006834,0.006810,0.004412,0.002585
