unix,open,high,low,close,Volume BTC,Volume USD,return,log_return,SMA_24,volatility_24
1748736000,104646.000000,105908.000000,103832.000000,105705.000000,648.067478,68503972.794759,-0.001888,-0.001890,105436.125000,0.018234
1748736000,104640.010000,105909.000000,103812.690000,105684.050000,230.737919,24385317.743128,-0.001945,-0.001947,105423.345417,0.018260
1748649600,104165.000000,104866.000000,103234.000000,104688.000000,1.672233,175062.725163,-0.009705,-0.009753,105340.916667,0.018057
1748649600,103988.000000,104947.000000,103127.000000,104646.000000,483.311386,50576603.327610,-0.010018,-0.010069,105374.250000,0.018185
1748649600,104032.320000,104950.000000,103090.290000,104640.010000,295.308203,30901053.307677,-0.009879,-0.009928,105361.470833,0.018207
1748563200,105741.000000,106245.000000,103734.000000,103956.000000,2.390417,248498.140793,-0.006992,-0.007017,105277.166667,0.018102
1748563200,105577.000000,106329.000000,103675.000000,104034.000000,1224.110223,127349082.916695,-0.005848,-0.005865,105314.666667,0.018179
1748563200,105570.640000,106338.450000,103662.250000,104032.320000,680.972724,70843172.347964,-0.005807,-0.005824,105304.503750,0.018193
1748476800,107670.000000,108892.000000,105425.000000,105425.000000,4.786679,504635.678908,0.014131,0.014032,105462.583333,0.015913
1748476800,107821.000000,108924.000000,105374.000000,105578.000000,1431.778902,151164352.869957,0.014841,0.014732,105504.791667,0.016088
1748476800,107829.900000,108944.960000,105310.540000,105570.640000,830.293168,87654581.162947,0.014787,0.014679,105495.133750,0.016145
1748390400,108907.000000,109104.000000,106838.000000,107794.000000,1.290654,139124.784225,0.022471,0.022222,105692.875000,0.016318
1748390400,108980.000000,109307.000000,106804.000000,107811.000000,1079.827390,116417270.716337,0.021150,0.020930,105741.125000,0.016462
1748390400,108970.220000,109332.990000,106786.540000,107829.900000,579.731782,62512420.042141,0.021400,0.021175,105732.657500,0.016528
1748304000,109504.000000,110696.000000,107753.000000,108935.000000,2.181042,237591.815717,0.010585,0.010529,105935.958333,0.016363
1748304000,109474.000000,110789.000000,107562.000000,108980.000000,1296.612505,141304830.833043,0.010843,0.010785,105977.125000,0.016446
1748304000,109474.080000,110823.080000,107546.010000,108970.220000,711.876275,77573314.333311,0.010575,0.010520,105969.684583,0.016512
1748217600,108909.000000,110235.000000,108858.000000,109431.000000,0.858799,93979.247595,0.004553,0.004543,106134.875000,0.016149
1748217600,109114.000000,110461.000000,108759.000000,109468.000000,736.736625,80649084.812955,0.004478,0.004468,106176.291667,0.016289
1748217600,109028.900000,110480.370000,108729.460000,109474.080000,201.085635,22013664.879704,0.004624,0.004613,106169.820417,0.016352
1748131200,107987.000000,109037.000000,106767.000000,108597.000000,0.837510,90951.056094,-0.007621,-0.007650,106293.541667,0.016267
1748131200,107798.000000,109383.000000,106666.000000,109068.000000,908.976253,99140221.974201,-0.003654,-0.003661,106349.041667,0.016329
1748131200,107780.710000,109382.530000,106633.690000,109028.900000,222.637782,24273952.444823,-0.004067,-0.004075,106341.922500,0.016398
1748044800,107578.000000,109361.000000,107578.000000,107609.000000,0.559443,60201.112548,-0.009098,-0.009139,106416.958333,0.016405
1748044800,107319.000000,109501.000000,106908.000000,107799.000000,577.066806,62207224.597356,-0.011635,-0.011703,106483.000000,0.016530
1748044800,107317.880000,109500.000000,106929.690000,107780.710000,223.877218,24129645.549821,-0.011448,-0.011514,106475.224167,0.016594
1747958400,111524.000000,111544.000000,106828.000000,107059.000000,4.190013,448578.588920,-0.005111,-0.005124,106428.000000,0.015926
1747958400,111742.000000,111816.000000,106827.000000,107329.000000,1588.228626,170462990.241812,-0.004360,-0.004369,106503.833333,0.015998
1747958400,111718.080000,111794.000000,106799.330000,107317.880000,828.003694,88859601.074395,-0.004294,-0.004303,106493.955417,0.016040
1747872000,109611.000000,111910.000000,109600.000000,111677.000000,9.522352,1063427.738924,0.043135,0.042231,106681.375000,0.017963
1747872000,109696.000000,112000.000000,109252.000000,111743.000000,1375.740257,153729343.503311,0.041126,0.040303,106759.083333,0.017817
1747872000,109546.940000,112006.210000,109174.000000,111718.080000,892.729830,99734062.581967,0.041002,0.040183,106748.929167,0.017827
1747785600,106748.000000,110565.000000,106205.000000,109714.000000,7.827685,858806.616730,-0.017577,-0.017734,106860.416667,0.018411
1747785600,106891.000000,110730.000000,106141.000000,109682.000000,2430.794137,266614362.515788,-0.018444,-0.018616,106934.833333,0.018312
1747785600,106887.510000,110000.000000,106122.840000,109546.940000,1157.214014,126769254.145672,-0.019434,-0.019625,106919.507917,0.018370
1747699200,105562.000000,107108.000000,104293.000000,106761.000000,2.052860,219165.350161,-0.026915,-0.027284,106892.458333,0.019298
1747699200,105630.000000,107340.000000,104232.000000,106855.000000,1462.424853,156267407.626710,-0.025775,-0.026112,106965.541667,0.019123
1747699200,105621.360000,107348.110000,104195.930000,106887.510000,565.847885,60482071.492069,-0.024277,-0.024576,106952.203750,0.019089
1747612800,106337.000000,106999.000000,102112.000000,105566.000000,9.982682,1053831.837570,-0.011193,-0.011256,106883.250000,0.019440
1747612800,106520.000000,107115.000000,102126.000000,105622.000000,1677.932123,177226546.737755,-0.011539,-0.011606,106961.000000,0.019264
1747612800,106496.400000,107115.260000,102096.860000,105621.360000,568.568451,60052972.994903,-0.011846,-0.011916,106949.026667,0.019238
1747526400,103142.000000,106463.000000,103089.000000,106463.000000,1.800280,191663.227739,0.008497,0.008461,106791.833333,0.018670
1747526400,103172.000000,106635.000000,103149.000000,106520.000000,905.179396,96419709.215051,0.008502,0.008466,106871.083333,0.018439
1747526400,103146.120000,106666.000000,103127.000000,106496.400000,330.907154,35240420.681039,0.008285,0.008251,106858.596250,0.018393
1747440000,103502.000000,103690.000000,102690.000000,103196.000000,1.642775,169527.853274,-0.030687,-0.031167,106499.416667,0.019345
1747440000,103503.000000,103720.000000,102668.000000,103153.000000,459.809889,47430769.463513,-0.031609,-0.032119,106573.625000,0.019163
1747440000,103518.790000,103727.980000,102641.250000,103146.120000,206.633506,21313444.385267,-0.031459,-0.031965,106560.851250,0.019104
1747353600,103718.000000,104473.000000,103351.000000,103523.000000,2.253545,233293.699696,0.003169,0.003164,106217.250000,0.019370
1747353600,103800.000000,104570.000000,103137.000000,103506.000000,994.760377,102963667.577622,0.003422,0.003416,106290.250000,0.019195
1747353600,103795.100000,104622.060000,103126.740000,103518.790000,349.702928,36200823.932891,0.003613,0.003607,106277.456250,0.019138
1747267200,103492.000000,104035.000000,101642.000000,103778.000000,4.308983,447177.644001,0.002463,0.002460,106135.791667,0.017520
1747267200,103514.000000,104184.000000,101442.000000,103793.000000,1339.093301,138988511.040514,0.002773,0.002769,106206.958333,0.017375
1747267200,103539.220000,104209.210000,101400.000000,103795.100000,421.640466,43764214.299302,0.002669,0.002666,106194.162917,0.017301
1747180800,103981.000000,104188.000000,103046.000000,103516.000000,8.064353,834789.599308,-0.002525,-0.002528,106043.333333,0.017524
1747180800,104126.000000,104357.000000,102622.000000,103531.000000,1171.493770,121285921.540176,-0.002524,-0.002527,106119.958333,0.017378
1747180800,104141.970000,104383.510000,102609.380000,103539.220000,349.053536,36140730.898133,-0.002465,-0.002468,106107.999583,0.017304
1747094400,102771.000000,104902.000000,101569.000000,104101.000000,1.565252,162944.320313,0.005651,0.005635,106034.416667,0.017355
1747094400,102796.000000,104997.000000,101471.000000,104135.000000,1432.504057,149173809.980902,0.005834,0.005817,106109.208333,0.017266
1747094400,102805.490000,105079.360000,101437.450000,104141.970000,637.911677,66433378.776689,0.005821,0.005805,106098.662917,0.017186
1747008000,104145.000000,105722.000000,101598.000000,102868.000000,6.710002,690244.510424,-0.011844,-0.011915,106088.708333,0.016632
1747008000,104138.000000,105706.000000,100764.000000,102796.000000,1914.472054,196800069.294851,-0.012858,-0.012942,106160.750000,0.016518
1747008000,104113.350000,105771.000000,100712.780000,102805.490000,717.828711,73796732.385844,-0.012833,-0.012916,106150.923333,0.016446
1746921600,104899.000000,104899.000000,103396.000000,104013.000000,1.298803,135092.398519,0.011131,0.011069,106060.833333,0.015540
1746921600,104809.000000,104958.000000,103369.000000,104129.000000,718.368323,74802975.115039,0.012967,0.012884,106135.083333,0.015419
1746921600,104787.950000,105000.000000,103354.200000,104113.350000,204.379889,21278674.945570,0.012722,0.012641,106124.897917,0.015333
1746835200,103069.000000,104971.000000,102740.000000,104689.000000,0.941676,98583.152264,0.006499,0.006478,106035.333333,0.015550
1746835200,102992.000000,104985.000000,102845.000000,104809.000000,624.265066,65428597.327548,0.006530,0.006509,106108.208333,0.015415
1746835200,102971.790000,104986.370000,102833.830000,104787.950000,211.705435,22184178.578376,0.006479,0.006459,106097.375000,0.015327
1746748800,103115.000000,104181.000000,102480.000000,103023.000000,2.381670,245366.805924,-0.015914,-0.016042,105920.666667,0.015842
1746748800,103234.000000,104332.000000,102350.000000,102991.000000,1336.085909,137604823.807473,-0.017346,-0.017498,105986.791667,0.015773
1746748800,103264.590000,104335.000000,102332.090000,102971.790000,512.150507,52737054.477851,-0.017332,-0.017484,105975.782500,0.015688
1746662400,97081.000000,104041.000000,96927.000000,103135.000000,6.445784,664785.969969,0.001087,0.001087,105813.208333,0.015847
1746662400,97059.000000,104159.000000,96907.000000,103261.000000,2303.463144,237857907.701225,0.002622,0.002618,105884.958333,0.015789
1746662400,97082.090000,104191.100000,96886.390000,103264.590000,937.236995,96783393.991560,0.002843,0.002839,105874.971667,0.015706
1746576000,96896.000000,97471.000000,95972.000000,97046.000000,5.138859,498705.752244,-0.059039,-0.060854,105494.791667,0.019756
1746576000,96815.000000,97717.000000,95823.000000,97054.000000,1333.272379,129399417.423910,-0.060110,-0.061992,105568.625000,0.019844
1746576000,96831.020000,97705.290000,95798.920000,97082.090000,482.882280,46879220.937241,-0.059870,-0.061738,105560.058333,0.019751
1746489600,94718.000000,96533.000000,93557.000000,96533.000000,2.812176,271467.762640,-0.005286,-0.005300,105185.500000,0.019743
1746489600,94725.000000,96895.000000,93376.000000,96814.000000,1074.635037,104039716.428552,-0.002473,-0.002476,105267.791667,0.019834
1746489600,94726.730000,96894.120000,93324.000000,96831.020000,649.410486,62883079.748393,-0.002586,-0.002590,105260.004167,0.019741
1746403200,94258.000000,95087.000000,93727.000000,94734.000000,0.925402,87666.991385,-0.018636,-0.018812,104740.041667,0.019648
1746403200,94301.000000,95198.000000,93550.000000,94725.000000,936.933696,88751044.369703,-0.021577,-0.021814,104815.583333,0.019819
1746403200,94327.170000,95207.000000,93502.550000,94726.730000,448.164570,42453164.204694,-0.021732,-0.021971,104808.174583,0.019734
1746316800,95906.000000,96251.000000,94183.000000,94330.000000,1.530695,144390.446144,-0.004265,-0.004274,104179.041667,0.018806
1746316800,95850.000000,96295.000000,94162.000000,94316.000000,562.773176,53078514.849696,-0.004318,-0.004327,104253.291667,0.019063
1746316800,95882.190000,96302.120000,94161.240000,94327.170000,164.788618,15544043.950193,-0.004218,-0.004227,104245.560833,0.018961
1746230400,96910.000000,96910.000000,95776.000000,95855.000000,0.437228,41910.457349,0.016167,0.016037,103634.041667,0.019045
1746230400,96926.000000,96956.000000,95800.000000,95916.000000,696.374189,66793426.690063,0.016964,0.016822,103708.958333,0.019329
1746230400,96933.590000,96962.800000,95798.920000,95882.190000,108.801487,10432124.887169,0.016485,0.016351,103700.226250,0.019214
1746144000,96577.000000,97735.000000,96385.000000,96808.000000,1.304303,126266.968696,0.009942,0.009893,103108.083333,0.019196
1746144000,96557.000000,97938.000000,96399.000000,96925.000000,919.207721,89094208.373433,0.010520,0.010465,103186.333333,0.019498
1746144000,96520.270000,97965.320000,96366.110000,96933.590000,469.272601,45488277.930709,0.010966,0.010906,103177.705833,0.019396
1746057600,94241.000000,97328.000000,94241.000000,96334.000000,2.792719,269033.801779,-0.004896,-0.004908,102597.125000,0.019187
1746057600,94181.000000,97470.000000,94141.000000,96535.000000,1742.186635,168181986.827101,-0.004024,-0.004032,102664.125000,0.019497
1746057600,94203.000000,97544.000000,94160.560000,96520.270000,670.644896,64730826.457276,-0.004264,-0.004273,102656.512917,0.019396
1745971200,94230.000000,95234.000000,93065.000000,94288.000000,3.733667,352039.992210,-0.021239,-0.021467,102042.083333,0.019463
1745971200,94284.000000,95269.000000,92946.000000,94181.000000,1384.243626,130369448.921470,-0.024385,-0.024687,102096.708333,0.019859
1745971200,94296.870000,95254.320000,92889.190000,94203.000000,632.374471,59571572.300091,-0.024008,-0.024301,102090.775000,0.019747
1745884800,94945.000000,95361.000000,93869.000000,94236.000000,1.923649,181276.979625,-0.000552,-0.000552,101507.791667,0.019487
1745884800,95040.000000,95479.000000,93775.000000,94285.000000,877.673780,82751472.370871,0.001104,0.001104,101553.208333,0.019903
1745884800,94979.630000,95500.000000,93225.810000,94296.870000,666.013977,62803033.363032,0.000996,0.000996,101548.232917,0.019790
1745798400,93752.000000,95514.000000,92820.000000,95026.000000,1.525589,144970.608911,0.008383,0.008348,100814.000000,0.016860
1745798400,93780.000000,95633.000000,92846.000000,95041.000000,1571.438685,149351104.071540,0.008018,0.007986,100857.291667,0.017563
1745798400,93776.090000,95766.210000,92810.400000,94979.630000,523.306885,49703494.334648,0.007241,0.007214,100850.797500,0.017422
1745712000,94595.000000,95271.000000,93649.000000,93751.000000,0.764109,71635.985672,-0.013417,-0.013508,100148.875000,0.016763
1745712000,94662.000000,95353.000000,93685.000000,93769.000000,582.205268,54592805.773217,-0.013384,-0.013474,100194.250000,0.017444
1745712000,94637.940000,95342.530000,93661.290000,93776.090000,172.079008,16136896.507559,-0.012672,-0.012753,100193.678750,0.017259
1745625600,94670.000000,95196.000000,93942.000000,94626.000000,0.479220,45346.652795,0.009333,0.009290,99643.250000,0.016464
1745625600,94720.000000,95249.000000,93934.000000,94662.000000,518.680731,49099355.338043,0.009523,0.009478,99686.208333,0.017223
1745625600,94709.170000,95258.960000,93913.340000,94637.940000,129.342664,12240723.255198,0.009191,0.009149,99683.280000,0.017096
1745539200,93936.000000,95722.000000,93100.000000,94613.000000,2.449315,231736.994681,-0.000137,-0.000137,99186.875000,0.016434
1745539200,94010.000000,95857.000000,92891.000000,94726.000000,2287.687501,216703486.222568,0.000676,0.000676,99232.208333,0.017198
1745539200,94013.680000,95942.000000,92865.970000,94709.170000,968.190365,91696505.867359,0.000753,0.000752,99228.605417,0.017067
1745452800,93572.000000,93975.000000,91982.000000,93932.000000,1.270210,119313.337540,-0.007198,-0.007224,98664.750000,0.016209
1745452800,93730.000000,94035.000000,91700.000000,94010.000000,1192.708175,112126495.541151,-0.007559,-0.007587,98710.958333,0.016986
1745452800,93728.990000,94045.220000,91678.010000,94013.680000,565.597741,53173925.051780,-0.007343,-0.007371,98708.492083,0.016859
1745366400,93531.000000,94579.000000,92204.000000,93609.000000,2.718759,254500.293445,-0.003439,-0.003445,98265.291667,0.015263
1745366400,93482.000000,94700.000000,91970.000000,93730.000000,2423.426916,227147804.817934,-0.002978,-0.002983,98318.333333,0.016018
1745366400,93472.890000,94712.790000,91921.960000,93728.990000,727.895921,68224949.479829,-0.003028,-0.003033,98316.111667,0.015894
1745280000,87688.000000,93860.000000,87319.000000,93413.000000,4.476269,418141.674061,-0.002094,-0.002096,97844.041667,0.015195
1745280000,87505.000000,93928.000000,87094.000000,93481.000000,2859.469206,267306040.846086,-0.002657,-0.002660,97900.625000,0.015946
1745280000,87516.880000,93883.000000,87068.110000,93472.890000,1320.601670,123440454.658964,-0.002732,-0.002736,97897.532500,0.015817
1745193600,85401.000000,88452.000000,85401.000000,87472.000000,1.531907,133998.929742,-0.063599,-0.065712,97164.625000,0.019357
1745193600,85197.000000,88527.000000,85134.000000,87505.000000,2179.815866,190744787.356955,-0.063927,-0.066062,97221.958333,0.019993
1745193600,85164.640000,88603.270000,85151.120000,87516.880000,787.921782,68956456.019300,-0.063719,-0.065840,97219.273333,0.019865
1745107200,85086.000000,85282.000000,84170.000000,85082.000000,0.466156,39661.470328,-0.027323,-0.027703,96396.541667,0.019770
1745107200,85074.000000,85305.000000,83974.000000,85198.000000,462.809746,39430464.755044,-0.026364,-0.026718,96458.083333,0.020355
1745107200,85064.340000,85324.070000,83988.800000,85164.640000,183.062402,15590443.540019,-0.026878,-0.027245,96453.665833,0.020250
1745020800,84474.000000,85503.000000,84451.000000,85192.000000,0.677951,57756.043336,0.001293,0.001292,95608.666667,0.019659
1745020800,84466.000000,85611.000000,84367.000000,85069.000000,631.490838,53720294.108881,-0.001514,-0.001515,95663.666667,0.020195
1745020800,84468.380000,85592.300000,84356.390000,85064.340000,139.596011,11874642.507471,-0.001178,-0.001178,95658.764583,0.020093
1744934400,84888.000000,85060.000000,84346.000000,84473.000000,0.949621,80217.308546,-0.008440,-0.008476,94842.208333,0.019643
