unix,date,symbol,open,high,low,close,Volume ETH,Volume USDC
1751166000,2025-06-29 03:00:00,ETH/USDC,2438.600000,2438.600000,2438.600000,2438.600000,0.000000,0.000000
1751162400,2025-06-29 02:00:00,ETH/USDC,2438.600000,2438.600000,2438.600000,2438.600000,0.000000,0.000000
1751158800,2025-06-29 01:00:00,ETH/USDC,2438.600000,2438.600000,2438.600000,2438.600000,0.000000,0.000000
1751155200,2025-06-29 00:00:00,ETH/USDC,2438.600000,2438.600000,2438.600000,2438.600000,0.000000,0.000000
1751151600,2025-06-28 23:00:00,ETH/USDC,2438.600000,2438.600000,2438.600000,2438.600000,0.000000,0.000000
1751148000,2025-06-28 22:00:00,ETH/USDC,2438.900000,2438.900000,2438.600000,2438.600000,0.300000,731.580000
1751144400,2025-06-28 21:00:00,ETH/USDC,2448.600000,2448.600000,2448.600000,2448.600000,0.000000,0.000000
1751140800,2025-06-28 20:00:00,ETH/USDC,2448.600000,2448.600000,2448.600000,2448.600000,0.000000,0.000000
1751137200,2025-06-28 19:00:00,ETH/USDC,2448.600000,2448.600000,2448.600000,2448.600000,0.017570,43.022979
1751133600,2025-06-28 18:00:00,ETH/USDC,2441.700000,2441.700000,2441.700000,2441.700000,0.000000,0.000000
1751130000,2025-06-28 17:00:00,ETH/USDC,2441.700000,2441.700000,2441.700000,2441.700000,0.000000,0.000000
1751126400,2025-06-28 16:00:00,ETH/USDC,2441.600000,2441.700000,2441.600000,2441.700000,2.054451,5016.354130
1751122800,2025-06-28 15:00:00,ETH/USDC,2429.500000,2429.500000,2429.500000,2429.500000,3.096700,7523.433282
1751119200,2025-06-28 14:00:00,ETH/USDC,2427.600000,2427.600000,2427.500000,2427.500000,0.288722,700.873869
1751115600,2025-06-28 13:00:00,ETH/USDC,2430.400000,2430.400000,2430.400000,2430.400000,0.000000,0.000000
1751112000,2025-06-28 12:00:00,ETH/USDC,2430.400000,2430.400000,2430.400000,2430.400000,0.000000,0.000000
1751108400,2025-06-28 11:00:00,ETH/USDC,2430.400000,2430.400000,2430.400000,2430.400000,0.123457,300.049382
1751104800,2025-06-28 10:00:00,ETH/USDC,2424.200000,2424.200000,2424.200000,2424.200000,0.000000,0.000000
1751101200,2025-06-28 09:00:00,ETH/USDC,2424.200000,2424.200000,2424.200000,2424.200000,0.000000,0.000000
1751097600,2025-06-28 08:00:00,ETH/USDC,2424.200000,2424.200000,2424.200000,2424.200000,0.096978,235.094843
1751094000,2025-06-28 07:00:00,ETH/USDC,2430.900000,2431.000000,2430.900000,2431.000000,8.180000,19885.580000
1751090400,2025-06-28 06:00:00,ETH/USDC,2425.200000,2425.200000,2425.200000,2425.200000,0.000000,0.000000
1751086800,2025-06-28 05:00:00,ETH/USDC,2425.100000,2425.200000,2425.100000,2425.200000,0.695481,1686.680351
1751083200,2025-06-28 04:00:00,ETH/USDC,2423.400000,2423.400000,2423.400000,2423.400000,0.019100,46.286940
1751079600,2025-06-28 03:00:00,ETH/USDC,2414.600000,2414.600000,2414.600000,2414.600000,0.000000,0.000000
1751076000,2025-06-28 02:00:00,ETH/USDC,2414.600000,2414.600000,2414.600000,2414.600000,0.000000,0.000000
1751072400,2025-06-28 01:00:00,ETH/USDC,2412.900000,2414.600000,2412.900000,2414.600000,0.189266,457.001780
1751068800,2025-06-28 00:00:00,ETH/USDC,2425.200000,2425.200000,2425.200000,2425.200000,0.000000,0.000000
1751065200,2025-06-27 23:00:00,ETH/USDC,2425.200000,2425.200000,2425.200000,2425.200000,0.000000,0.000000
1751061600,2025-06-27 22:00:00,ETH/USDC,2425.200000,2425.200000,2425.200000,2425.200000,0.040168,97.415506
1751058000,2025-06-27 21:00:00,ETH/USDC,2421.800000,2421.800000,2421.800000,2421.800000,0.013383,32.410828
1751054400,2025-06-27 20:00:00,ETH/USDC,2423.300000,2428.300000,2423.300000,2425.000000,5.766055,13982.684321
1751050800,2025-06-27 19:00:00,ETH/USDC,2395.800000,2420.000000,2395.800000,2420.000000,493.240425,1193641.828500
1751047200,2025-06-27 18:00:00,ETH/USDC,2392.900000,2392.900000,2392.900000,2392.900000,0.600000,1435.740000
1751043600,2025-06-27 17:00:00,ETH/USDC,2424.900000,2424.900000,2402.200000,2406.200000,3.569922,8589.945258
1751040000,2025-06-27 16:00:00,ETH/USDC,2436.600000,2447.300000,2436.600000,2439.200000,0.780092,1902.801285
1751036400,2025-06-27 15:00:00,ETH/USDC,2438.400000,2439.700000,2438.400000,2439.700000,1.004644,2451.029894
1751032800,2025-06-27 14:00:00,ETH/USDC,2435.200000,2435.200000,2423.300000,2425.100000,0.899350,2181.014291
1751029200,2025-06-27 13:00:00,ETH/USDC,2433.000000,2433.000000,2422.900000,2423.600000,0.716542,1736.611215
1751025600,2025-06-27 12:00:00,ETH/USDC,2451.200000,2451.200000,2430.700000,2430.700000,1.267346,3080.538384
1751022000,2025-06-27 11:00:00,ETH/USDC,2452.100000,2452.100000,2452.100000,2452.100000,3.765596,9233.617216
1751018400,2025-06-27 10:00:00,ETH/USDC,2459.100000,2459.100000,2459.100000,2459.100000,0.013466,33.114708
1751014800,2025-06-27 09:00:00,ETH/USDC,2459.000000,2460.300000,2459.000000,2460.300000,3.793909,9334.155444
1751011200,2025-06-27 08:00:00,ETH/USDC,2452.200000,2452.200000,2452.200000,2452.200000,0.013526,33.168653
1751007600,2025-06-27 07:00:00,ETH/USDC,2442.900000,2442.900000,2442.900000,2442.900000,0.000000,0.000000
1751004000,2025-06-27 06:00:00,ETH/USDC,2443.300000,2443.300000,2442.900000,2442.900000,4.148683,10134.817530
1751000400,2025-06-27 05:00:00,ETH/USDC,2447.800000,2447.800000,2439.700000,2439.700000,4.189227,10220.457917
1750996800,2025-06-27 04:00:00,ETH/USDC,2436.400000,2436.400000,2436.400000,2436.400000,0.000000,0.000000
1750993200,2025-06-27 03:00:00,ETH/USDC,2444.800000,2445.000000,2436.400000,2436.400000,6.246755,15219.594077
1750989600,2025-06-27 02:00:00,ETH/USDC,2425.800000,2439.100000,2425.800000,2439.100000,7.292872,17788.044656
1750986000,2025-06-27 01:00:00,ETH/USDC,2399.800000,2414.900000,2399.800000,2414.900000,0.415386,1003.114444
1750982400,2025-06-27 00:00:00,ETH/USDC,2421.000000,2421.000000,2421.000000,2421.000000,0.000000,0.000000
1750978800,2025-06-26 23:00:00,ETH/USDC,2421.000000,2421.000000,2421.000000,2421.000000,0.000000,0.000000
1750975200,2025-06-26 22:00:00,ETH/USDC,2420.900000,2421.000000,2420.900000,2421.000000,1.406436,3404.981556
1750971600,2025-06-26 21:00:00,ETH/USDC,2419.400000,2419.400000,2397.700000,2412.900000,2.159518,5210.701006
1750968000,2025-06-26 20:00:00,ETH/USDC,2454.300000,2454.300000,2454.300000,2454.300000,1.628100,3995.845904
1750964400,2025-06-26 19:00:00,ETH/USDC,2439.200000,2439.200000,2439.200000,2439.200000,0.158200,385.881440
1750960800,2025-06-26 18:00:00,ETH/USDC,2427.500000,2427.500000,2427.500000,2427.500000,0.000000,0.000000
1750957200,2025-06-26 17:00:00,ETH/USDC,2427.500000,2427.500000,2427.500000,2427.500000,0.067630,164.172796
1750953600,2025-06-26 16:00:00,ETH/USDC,2434.600000,2434.700000,2434.600000,2434.700000,0.081818,199.202041
1750950000,2025-06-26 15:00:00,ETH/USDC,2451.900000,2460.000000,2415.200000,2435.100000,8.654561,21074.720614
1750946400,2025-06-26 14:00:00,ETH/USDC,2430.500000,2430.500000,2430.500000,2430.500000,0.000000,0.000000
1750942800,2025-06-26 13:00:00,ETH/USDC,2430.500000,2430.500000,2430.500000,2430.500000,0.189854,461.438956
1750939200,2025-06-26 12:00:00,ETH/USDC,2455.200000,2455.200000,2455.200000,2455.200000,0.000000,0.000000
1750935600,2025-06-26 11:00:00,ETH/USDC,2455.200000,2455.200000,2455.200000,2455.200000,0.000000,0.000000
1750932000,2025-06-26 10:00:00,ETH/USDC,2455.200000,2455.200000,2455.200000,2455.200000,0.201406,494.492208
1750928400,2025-06-26 09:00:00,ETH/USDC,2475.400000,2475.400000,2463.500000,2463.500000,2.040786,5027.476040
1750924800,2025-06-26 08:00:00,ETH/USDC,2501.300000,2501.300000,2501.300000,2501.300000,0.663219,1658.909985
1750921200,2025-06-26 07:00:00,ETH/USDC,2490.600000,2503.000000,2490.600000,2494.900000,21.606567,53906.224507
1750917600,2025-06-26 06:00:00,ETH/USDC,2486.700000,2491.100000,2486.700000,2491.100000,0.141657,352.881728
1750914000,2025-06-26 05:00:00,ETH/USDC,2474.400000,2474.400000,2474.300000,2474.300000,3.261672,8070.355327
1750910400,2025-06-26 04:00:00,ETH/USDC,2477.200000,2478.800000,2477.100000,2478.800000,0.706942,1752.368400
1750906800,2025-06-26 03:00:00,ETH/USDC,2504.900000,2516.800000,2504.900000,2510.100000,7.958505,19976.643225
1750903200,2025-06-26 02:00:00,ETH/USDC,2469.400000,2499.000000,2469.400000,2499.000000,14.968371,37405.958204
1750899600,2025-06-26 01:00:00,ETH/USDC,2439.900000,2469.600000,2439.900000,2466.400000,2.685044,6622.393681
1750896000,2025-06-26 00:00:00,ETH/USDC,2426.000000,2426.000000,2426.000000,2426.000000,0.013345,32.374097
1750892400,2025-06-25 23:00:00,ETH/USDC,2412.600000,2414.300000,2412.600000,2414.300000,2.082592,5028.002445
1750888800,2025-06-25 22:00:00,ETH/USDC,2423.600000,2423.600000,2415.000000,2415.000000,0.683296,1650.160323
1750885200,2025-06-25 21:00:00,ETH/USDC,2454.000000,2454.000000,2434.000000,2434.100000,4.331872,10544.209562
1750881600,2025-06-25 20:00:00,ETH/USDC,2437.100000,2437.200000,2437.100000,2437.200000,0.724593,1765.978766
1750878000,2025-06-25 19:00:00,ETH/USDC,2433.400000,2433.400000,2433.400000,2433.400000,0.000000,0.000000
1750874400,2025-06-25 18:00:00,ETH/USDC,2433.400000,2433.400000,2433.400000,2433.400000,0.000000,0.000000
1750870800,2025-06-25 17:00:00,ETH/USDC,2424.100000,2437.900000,2424.100000,2433.400000,22.840582,55580.273285
1750867200,2025-06-25 16:00:00,ETH/USDC,2411.500000,2414.400000,2411.500000,2414.400000,2.263339,5464.604499
1750863600,2025-06-25 15:00:00,ETH/USDC,2404.000000,2415.800000,2399.500000,2406.600000,1.239526,2983.042261
1750860000,2025-06-25 14:00:00,ETH/USDC,2402.600000,2428.500000,2325.900000,2428.500000,13.402488,32547.942254
1750856400,2025-06-25 13:00:00,ETH/USDC,2437.500000,2442.800000,2437.500000,2442.800000,10.431434,25481.907342
1750852800,2025-06-25 12:00:00,ETH/USDC,2427.300000,2427.300000,2427.300000,2427.300000,1.611667,3911.998144
1750849200,2025-06-25 11:00:00,ETH/USDC,2429.100000,2429.100000,2429.100000,2429.100000,0.000000,0.000000
1750845600,2025-06-25 10:00:00,ETH/USDC,2428.000000,2432.300000,2428.000000,2429.100000,2.113090,5132.906992
1750842000,2025-06-25 09:00:00,ETH/USDC,2440.200000,2446.200000,2418.700000,2418.700000,0.894873,2164.428866
1750838400,2025-06-25 08:00:00,ETH/USDC,2439.700000,2439.700000,2430.900000,2433.400000,9.677369,23548.909603
1750834800,2025-06-25 07:00:00,ETH/USDC,2446.200000,2451.400000,2446.200000,2451.400000,5.722600,14028.381640
1750831200,2025-06-25 06:00:00,ETH/USDC,2425.800000,2440.900000,2425.700000,2440.900000,0.348100,849.677290
1750827600,2025-06-25 05:00:00,ETH/USDC,2432.300000,2432.300000,2432.300000,2432.300000,0.000000,0.000000
1750824000,2025-06-25 04:00:00,ETH/USDC,2445.400000,2445.400000,2432.300000,2432.300000,3.683606,8959.635141
1750820400,2025-06-25 03:00:00,ETH/USDC,2458.800000,2458.800000,2458.800000,2458.800000,0.000000,0.000000
1750816800,2025-06-25 02:00:00,ETH/USDC,2458.800000,2458.800000,2458.800000,2458.800000,0.000000,0.000000
1750813200,2025-06-25 01:00:00,ETH/USDC,2458.800000,2458.800000,2458.800000,2458.800000,0.000000,0.000000
1750809600,2025-06-25 00:00:00,ETH/USDC,2448.200000,2458.800000,2448.100000,2458.800000,1.838426,4520.322513
1750806000,2025-06-24 23:00:00,ETH/USDC,2442.400000,2442.400000,2442.400000,2442.400000,0.000000,0.000000
1750802400,2025-06-24 22:00:00,ETH/USDC,2442.400000,2442.400000,2442.400000,2442.400000,0.000000,0.000000
1750798800,2025-06-24 21:00:00,ETH/USDC,2442.400000,2442.400000,2442.400000,2442.400000,0.013231,32.314711
1750795200,2025-06-24 20:00:00,ETH/USDC,2435.300000,2444.000000,2434.700000,2444.000000,6.414735,15677.611729
1750791600,2025-06-24 19:00:00,ETH/USDC,2425.100000,2431.100000,2425.100000,2431.100000,0.279582,679.691144
1750788000,2025-06-24 18:00:00,ETH/USDC,2452.800000,2452.800000,2440.500000,2440.500000,8.628368,21057.532275
1750784400,2025-06-24 17:00:00,ETH/USDC,2476.600000,2476.600000,2448.200000,2456.000000,3.893764,9563.084728
1750780800,2025-06-24 16:00:00,ETH/USDC,2450.700000,2479.800000,2448.500000,2479.800000,3.000204,7439.905160
1750777200,2025-06-24 15:00:00,ETH/USDC,2440.600000,2440.600000,2437.600000,2437.600000,4.995192,12176.279312
1750773600,2025-06-24 14:00:00,ETH/USDC,2423.100000,2436.000000,2423.000000,2432.700000,1.547320,3764.165072
1750770000,2025-06-24 13:00:00,ETH/USDC,2422.200000,2423.100000,2418.100000,2418.100000,2.613505,6319.717069
1750766400,2025-06-24 12:00:00,ETH/USDC,2411.500000,2411.500000,2406.100000,2406.100000,0.230930,555.639783
1750762800,2025-06-24 11:00:00,ETH/USDC,2415.100000,2421.100000,2407.700000,2413.500000,14.273703,34449.581804
1750759200,2025-06-24 10:00:00,ETH/USDC,2415.600000,2415.600000,2411.100000,2413.900000,18.870000,45550.293000
1750755600,2025-06-24 09:00:00,ETH/USDC,2404.200000,2438.300000,2404.200000,2438.300000,1.252857,3054.841638
1750752000,2025-06-24 08:00:00,ETH/USDC,2396.900000,2398.000000,2392.700000,2398.000000,0.116017,278.208119
1750748400,2025-06-24 07:00:00,ETH/USDC,2418.600000,2425.300000,2402.600000,2402.600000,250.360829,601516.927203
1750744800,2025-06-24 06:00:00,ETH/USDC,2423.800000,2501.100000,2423.800000,2427.400000,0.151670,368.164656
1750741200,2025-06-24 05:00:00,ETH/USDC,2410.700000,2410.700000,2410.700000,2410.700000,0.013283,32.021641
1750737600,2025-06-24 04:00:00,ETH/USDC,2409.200000,2409.200000,2409.200000,2409.200000,0.000000,0.000000
1750734000,2025-06-24 03:00:00,ETH/USDC,2407.900000,2409.200000,2407.900000,2409.200000,4.982180,12003.068080
1750730400,2025-06-24 02:00:00,ETH/USDC,2410.300000,2410.300000,2410.300000,2410.300000,0.000000,0.000000
1750726800,2025-06-24 01:00:00,ETH/USDC,2410.300000,2410.300000,2410.300000,2410.300000,0.013320,32.104593
1750723200,2025-06-24 00:00:00,ETH/USDC,2405.700000,2409.400000,2405.700000,2409.400000,7.236165,17434.814843
1750719600,2025-06-23 23:00:00,ETH/USDC,2413.000000,2413.000000,2413.000000,2413.000000,0.012000,28.956000
1750716000,2025-06-23 22:00:00,ETH/USDC,2400.700000,2429.600000,2391.000000,2410.100000,13.272153,31987.215873
1750712400,2025-06-23 21:00:00,ETH/USDC,2362.200000,2362.200000,2362.200000,2362.200000,0.000000,0.000000
1750708800,2025-06-23 20:00:00,ETH/USDC,2315.000000,2362.400000,2307.900000,2362.200000,7.863751,18575.751974
1750705200,2025-06-23 19:00:00,ETH/USDC,2317.300000,2317.300000,2317.300000,2317.300000,1.000000,2317.300000
1750701600,2025-06-23 18:00:00,ETH/USDC,2288.400000,2308.400000,2288.400000,2308.400000,12.986043,29976.982746
1750698000,2025-06-23 17:00:00,ETH/USDC,2259.600000,2284.300000,2251.500000,2275.500000,1.427142,3247.460665
1750694400,2025-06-23 16:00:00,ETH/USDC,2232.000000,2232.000000,2188.300000,2223.400000,1.437619,3196.401373
1750690800,2025-06-23 15:00:00,ETH/USDC,2249.900000,2249.900000,2249.900000,2249.900000,0.100000,224.990000
1750687200,2025-06-23 14:00:00,ETH/USDC,2307.000000,2307.000000,2278.500000,2278.500000,0.395610,901.398274
1750683600,2025-06-23 13:00:00,ETH/USDC,2264.300000,2291.600000,2239.200000,2287.000000,5.192304,11874.799317
1750680000,2025-06-23 12:00:00,ETH/USDC,2251.100000,2264.600000,2251.100000,2264.400000,0.398560,902.498924
1750676400,2025-06-23 11:00:00,ETH/USDC,2247.900000,2249.600000,2242.000000,2242.400000,6.844200,15347.434080
1750672800,2025-06-23 10:00:00,ETH/USDC,2248.000000,2248.000000,2245.600000,2245.600000,0.077178,173.311096
1750669200,2025-06-23 09:00:00,ETH/USDC,2257.300000,2257.300000,2252.500000,2252.500000,1.420751,3200.240591
1750665600,2025-06-23 08:00:00,ETH/USDC,2270.100000,2270.300000,2270.100000,2270.300000,0.011413,25.911138
1750662000,2025-06-23 07:00:00,ETH/USDC,2269.100000,2271.400000,2260.300000,2260.300000,1.328124,3001.958655
1750658400,2025-06-23 06:00:00,ETH/USDC,2253.700000,2253.700000,2238.000000,2238.300000,4.874462,10910.508004
1750654800,2025-06-23 05:00:00,ETH/USDC,2242.200000,2242.200000,2239.100000,2239.100000,2.333356,5224.617800
1750651200,2025-06-23 04:00:00,ETH/USDC,2243.600000,2243.600000,2231.500000,2231.500000,2.192455,4892.463399
1750647600,2025-06-23 03:00:00,ETH/USDC,2231.300000,2231.300000,2231.300000,2231.300000,0.000000,0.000000
1750644000,2025-06-23 02:00:00,ETH/USDC,2231.300000,2231.300000,2231.300000,2231.300000,0.000000,0.000000
1750640400,2025-06-23 01:00:00,ETH/USDC,2238.700000,2238.700000,2231.300000,2231.300000,1.735581,3872.601417
1750636800,2025-06-23 00:00:00,ETH/USDC,2226.300000,2242.000000,2225.200000,2242.000000,1.709082,3831.760947
1750633200,2025-06-22 23:00:00,ETH/USDC,2226.600000,2226.600000,2226.600000,2226.600000,1.215987,2707.516031
1750629600,2025-06-22 22:00:00,ETH/USDC,2197.800000,2232.500000,2197.800000,2232.400000,10.908809,24352.824319
1750626000,2025-06-22 21:00:00,ETH/USDC,2196.600000,2196.600000,2183.700000,2183.700000,2.275552,4969.123339
1750622400,2025-06-22 20:00:00,ETH/USDC,2140.000000,2193.100000,2127.400000,2193.100000,4.026473,8830.457147
1750618800,2025-06-22 19:00:00,ETH/USDC,2173.900000,2191.100000,2173.900000,2189.800000,3.067134,6716.410843
1750615200,2025-06-22 18:00:00,ETH/USDC,2187.700000,2188.100000,2187.600000,2188.000000,2.407407,5267.406779
1750611600,2025-06-22 17:00:00,ETH/USDC,2207.300000,2216.700000,2194.400000,2194.400000,1.649624,3619.934445
1750608000,2025-06-22 16:00:00,ETH/USDC,2177.700000,2195.800000,2177.700000,2195.800000,0.801265,1759.417050
1750604400,2025-06-22 15:00:00,ETH/USDC,2194.500000,2202.700000,2176.600000,2176.600000,0.741285,1613.480953
1750600800,2025-06-22 14:00:00,ETH/USDC,2210.100000,2210.100000,2164.000000,2196.100000,2.980575,6545.641219
1750597200,2025-06-22 13:00:00,ETH/USDC,2250.000000,2250.000000,2178.700000,2195.400000,7.323289,16077.547705
1750593600,2025-06-22 12:00:00,ETH/USDC,2280.200000,2285.500000,2275.000000,2275.100000,15.976354,36347.803668
1750590000,2025-06-22 11:00:00,ETH/USDC,2272.900000,2272.900000,2272.900000,2272.900000,0.223811,508.700886
1750586400,2025-06-22 10:00:00,ETH/USDC,2256.800000,2256.800000,2252.900000,2256.800000,0.104190,235.136421
1750582800,2025-06-22 09:00:00,ETH/USDC,2277.100000,2277.100000,2258.700000,2258.700000,1.364683,3082.410305
1750579200,2025-06-22 08:00:00,ETH/USDC,2276.100000,2276.100000,2276.100000,2276.100000,0.005272,11.999986
1750575600,2025-06-22 07:00:00,ETH/USDC,2289.000000,2289.000000,2281.100000,2281.100000,0.131946,300.982614
1750572000,2025-06-22 06:00:00,ETH/USDC,2295.000000,2295.000000,2295.000000,2295.000000,0.067625,155.199995
1750568400,2025-06-22 05:00:00,ETH/USDC,2285.800000,2285.800000,2285.800000,2285.800000,2.329619,5325.042722
1750564800,2025-06-22 04:00:00,ETH/USDC,2282.400000,2282.400000,2282.400000,2282.400000,0.006572,14.999978
1750561200,2025-06-22 03:00:00,ETH/USDC,2260.000000,2260.000000,2260.000000,2260.000000,0.005000,11.300000
1750557600,2025-06-22 02:00:00,ETH/USDC,2261.000000,2261.000000,2250.400000,2260.900000,4.971420,11239.883501
1750554000,2025-06-22 01:00:00,ETH/USDC,2302.000000,2302.100000,2302.000000,2302.100000,0.955650,2200.002164
1750550400,2025-06-22 00:00:00,ETH/USDC,2309.800000,2309.800000,2260.600000,2297.700000,6.645671,15269.758509
1750546800,2025-06-21 23:00:00,ETH/USDC,2286.900000,2312.400000,2223.600000,2295.900000,15.338373,35215.370984
1750543200,2025-06-21 22:00:00,ETH/USDC,2284.100000,2302.400000,2284.100000,2285.700000,3.385860,7739.061139
1750539600,2025-06-21 21:00:00,ETH/USDC,2404.300000,2404.300000,2232.200000,2282.200000,21.244220,48483.559340
1750536000,2025-06-21 20:00:00,ETH/USDC,2388.800000,2406.600000,2388.800000,2406.600000,1.891010,4550.903631
1750532400,2025-06-21 19:00:00,ETH/USDC,2395.100000,2395.700000,2387.000000,2395.700000,1.914589,4586.781394
1750528800,2025-06-21 18:00:00,ETH/USDC,2404.300000,2404.300000,2404.300000,2404.300000,0.000000,0.000000
1750525200,2025-06-21 17:00:00,ETH/USDC,2416.900000,2416.900000,2402.300000,2404.300000,3.482789,8373.670386
1750521600,2025-06-21 16:00:00,ETH/USDC,2421.800000,2421.800000,2421.800000,2421.800000,0.200000,484.360000
1750518000,2025-06-21 15:00:00,ETH/USDC,2419.800000,2419.800000,2417.200000,2417.200000,0.647065,1564.085881
1750514400,2025-06-21 14:00:00,ETH/USDC,2419.500000,2429.400000,2419.500000,2429.400000,3.371177,8189.936456
1750510800,2025-06-21 13:00:00,ETH/USDC,2421.500000,2421.500000,2421.400000,2421.400000,1.192018,2886.351538
1750507200,2025-06-21 12:00:00,ETH/USDC,2444.400000,2444.400000,2444.400000,2444.400000,0.000000,0.000000
1750503600,2025-06-21 11:00:00,ETH/USDC,2444.400000,2444.400000,2444.400000,2444.400000,0.039708,97.061184
