unix,date,symbol,open,high,low,close,Volume UNI,Volume BTC
1751090400,2025-06-28 06:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751086800,2025-06-28 05:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751083200,2025-06-28 04:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751079600,2025-06-28 03:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751076000,2025-06-28 02:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751072400,2025-06-28 01:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751068800,2025-06-28 00:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751065200,2025-06-27 23:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751061600,2025-06-27 22:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751058000,2025-06-27 21:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,0.00000000,0.0
1751054400,2025-06-27 20:00:00,UNI/BTC,0.00006438,0.00006438,0.00006438,0.00006438,30.82475000,0.001984497405
1751050800,2025-06-27 19:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751047200,2025-06-27 18:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751043600,2025-06-27 17:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751040000,2025-06-27 16:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751036400,2025-06-27 15:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751032800,2025-06-27 14:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751029200,2025-06-27 13:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751025600,2025-06-27 12:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751022000,2025-06-27 11:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751018400,2025-06-27 10:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751014800,2025-06-27 09:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751011200,2025-06-27 08:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751007600,2025-06-27 07:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751004000,2025-06-27 06:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1751000400,2025-06-27 05:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750996800,2025-06-27 04:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750993200,2025-06-27 03:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750989600,2025-06-27 02:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750986000,2025-06-27 01:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750982400,2025-06-27 00:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750978800,2025-06-26 23:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750975200,2025-06-26 22:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750971600,2025-06-26 21:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750968000,2025-06-26 20:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750964400,2025-06-26 19:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750960800,2025-06-26 18:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,0.00000000,0.0
1750957200,2025-06-26 17:00:00,UNI/BTC,0.00006318,0.00006318,0.00006318,0.00006318,35.18459590,0.0022229627689619997
1750953600,2025-06-26 16:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750950000,2025-06-26 15:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750946400,2025-06-26 14:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750942800,2025-06-26 13:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750939200,2025-06-26 12:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750935600,2025-06-26 11:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750932000,2025-06-26 10:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750928400,2025-06-26 09:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750924800,2025-06-26 08:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750921200,2025-06-26 07:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750917600,2025-06-26 06:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750914000,2025-06-26 05:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750910400,2025-06-26 04:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750906800,2025-06-26 03:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750903200,2025-06-26 02:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750899600,2025-06-26 01:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750896000,2025-06-26 00:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750892400,2025-06-25 23:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750888800,2025-06-25 22:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750885200,2025-06-25 21:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750881600,2025-06-25 20:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750878000,2025-06-25 19:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750874400,2025-06-25 18:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750870800,2025-06-25 17:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750867200,2025-06-25 16:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750863600,2025-06-25 15:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750860000,2025-06-25 14:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750856400,2025-06-25 13:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750852800,2025-06-25 12:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750849200,2025-06-25 11:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750845600,2025-06-25 10:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750842000,2025-06-25 09:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750838400,2025-06-25 08:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750834800,2025-06-25 07:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750831200,2025-06-25 06:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750827600,2025-06-25 05:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750824000,2025-06-25 04:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750820400,2025-06-25 03:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750816800,2025-06-25 02:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750813200,2025-06-25 01:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750809600,2025-06-25 00:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750806000,2025-06-24 23:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750802400,2025-06-24 22:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750798800,2025-06-24 21:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750795200,2025-06-24 20:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750791600,2025-06-24 19:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750788000,2025-06-24 18:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750784400,2025-06-24 17:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750780800,2025-06-24 16:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750777200,2025-06-24 15:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750773600,2025-06-24 14:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750770000,2025-06-24 13:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750766400,2025-06-24 12:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750762800,2025-06-24 11:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750759200,2025-06-24 10:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750755600,2025-06-24 09:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750752000,2025-06-24 08:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750748400,2025-06-24 07:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750744800,2025-06-24 06:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750741200,2025-06-24 05:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750737600,2025-06-24 04:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750734000,2025-06-24 03:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750730400,2025-06-24 02:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750726800,2025-06-24 01:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750723200,2025-06-24 00:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750719600,2025-06-23 23:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750716000,2025-06-23 22:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750712400,2025-06-23 21:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750708800,2025-06-23 20:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750705200,2025-06-23 19:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750701600,2025-06-23 18:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750698000,2025-06-23 17:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750694400,2025-06-23 16:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750690800,2025-06-23 15:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750687200,2025-06-23 14:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,0.00000000,0.0
1750683600,2025-06-23 13:00:00,UNI/BTC,0.00005970,0.00005970,0.00005970,0.00005970,5.71051720,0.00034091787684
1750680000,2025-06-23 12:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750676400,2025-06-23 11:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750672800,2025-06-23 10:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750669200,2025-06-23 09:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750665600,2025-06-23 08:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750662000,2025-06-23 07:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750658400,2025-06-23 06:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750654800,2025-06-23 05:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750651200,2025-06-23 04:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750647600,2025-06-23 03:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750644000,2025-06-23 02:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750640400,2025-06-23 01:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750636800,2025-06-23 00:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750633200,2025-06-22 23:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750629600,2025-06-22 22:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750626000,2025-06-22 21:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750622400,2025-06-22 20:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750618800,2025-06-22 19:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750615200,2025-06-22 18:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750611600,2025-06-22 17:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750608000,2025-06-22 16:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750604400,2025-06-22 15:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750600800,2025-06-22 14:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750597200,2025-06-22 13:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750593600,2025-06-22 12:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750590000,2025-06-22 11:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750586400,2025-06-22 10:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750582800,2025-06-22 09:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750579200,2025-06-22 08:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750575600,2025-06-22 07:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750572000,2025-06-22 06:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750568400,2025-06-22 05:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750564800,2025-06-22 04:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750561200,2025-06-22 03:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750557600,2025-06-22 02:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750554000,2025-06-22 01:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750550400,2025-06-22 00:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,0.00000000,0.0
1750546800,2025-06-21 23:00:00,UNI/BTC,0.00006354,0.00006354,0.00006354,0.00006354,33.00000000,0.00209682
1750543200,2025-06-21 22:00:00,UNI/BTC,0.00006629,0.00006629,0.00006629,0.00006629,0.00000000,0.0
1750539600,2025-06-21 21:00:00,UNI/BTC,0.00006629,0.00006629,0.00006629,0.00006629,0.00000000,0.0
1750536000,2025-06-21 20:00:00,UNI/BTC,0.00006629,0.00006629,0.00006629,0.00006629,0.00000000,0.0
1750532400,2025-06-21 19:00:00,UNI/BTC,0.00006536,0.00006629,0.00006536,0.00006629,60.20144000,0.0039907534576
1750528800,2025-06-21 18:00:00,UNI/BTC,0.00006641,0.00006641,0.00006641,0.00006641,0.00000000,0.0
1750525200,2025-06-21 17:00:00,UNI/BTC,0.00006641,0.00006641,0.00006641,0.00006641,0.00000000,0.0
1750521600,2025-06-21 16:00:00,UNI/BTC,0.00006641,0.00006641,0.00006641,0.00006641,0.00000000,0.0
1750518000,2025-06-21 15:00:00,UNI/BTC,0.00006641,0.00006641,0.00006641,0.00006641,0.00000000,0.0
1750514400,2025-06-21 14:00:00,UNI/BTC,0.00006641,0.00006641,0.00006641,0.00006641,0.00000000,0.0
1750510800,2025-06-21 13:00:00,UNI/BTC,0.00006641,0.00006641,0.00006641,0.00006641,0.00000000,0.0
1750507200,2025-06-21 12:00:00,UNI/BTC,0.00006641,0.00006641,0.00006641,0.00006641,0.23767053,1.57836998973e-05
1750503600,2025-06-21 11:00:00,UNI/BTC,0.00006641,0.00006641,0.00006641,0.00006641,0.00000000,0.0
1750500000,2025-06-21 10:00:00,UNI/BTC,0.00006641,0.00006641,0.00006641,0.00006641,11.06158842,0.0007346000869721999
1750496400,2025-06-21 09:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750492800,2025-06-21 08:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750489200,2025-06-21 07:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750485600,2025-06-21 06:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750482000,2025-06-21 05:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750478400,2025-06-21 04:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750474800,2025-06-21 03:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750471200,2025-06-21 02:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750467600,2025-06-21 01:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750464000,2025-06-21 00:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750460400,2025-06-20 23:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750456800,2025-06-20 22:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750453200,2025-06-20 21:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750449600,2025-06-20 20:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750446000,2025-06-20 19:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750442400,2025-06-20 18:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750438800,2025-06-20 17:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750435200,2025-06-20 16:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750431600,2025-06-20 15:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750428000,2025-06-20 14:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750424400,2025-06-20 13:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750420800,2025-06-20 12:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750417200,2025-06-20 11:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
1750413600,2025-06-20 10:00:00,UNI/BTC,0.00007247,0.00007247,0.00007247,0.00007247,0.00000000,0.0
