unix,date,symbol,open,high,low,close,Volume UNI,Volume USD
1751198400,2025-06-29 12:00:00,UNI/USD,7.233700,7.299500,7.232900,7.232900,147.927596,1069.945509
1751194800,2025-06-29 11:00:00,UNI/USD,7.233700,7.233700,7.233700,7.233700,0.000000,0.000000
1751191200,2025-06-29 10:00:00,UNI/USD,7.227300,7.279000,7.227300,7.233700,293.996618,2126.683336
1751187600,2025-06-29 09:00:00,UNI/USD,7.070300,7.305500,7.070300,7.227300,1730.215256,12504.784720
1751184000,2025-06-29 08:00:00,UNI/USD,7.025100,7.070300,7.016500,7.070300,12.767096,90.267199
1751180400,2025-06-29 07:00:00,UNI/USD,7.015200,7.051900,7.015200,7.025100,59.155412,415.572685
1751176800,2025-06-29 06:00:00,UNI/USD,7.010000,7.021600,7.008100,7.015200,63.005002,441.992690
1751173200,2025-06-29 05:00:00,UNI/USD,6.970400,7.010000,6.970400,7.010000,183.499031,1286.328207
1751169600,2025-06-29 04:00:00,UNI/USD,6.992000,6.992000,6.970400,6.970400,8.936302,62.289599
1751166000,2025-06-29 03:00:00,UNI/USD,6.992000,6.994900,6.992000,6.992000,36.105702,252.451068
1751162400,2025-06-29 02:00:00,UNI/USD,7.000400,7.027500,6.975400,6.992000,1218.081345,8516.824764
1751158800,2025-06-29 01:00:00,UNI/USD,7.116500,7.116500,7.000400,7.000400,427.744413,2994.381989
1751155200,2025-06-29 00:00:00,UNI/USD,7.143900,7.143900,7.104200,7.116500,91.868872,653.784828
1751151600,2025-06-28 23:00:00,UNI/USD,7.161400,7.166100,7.138200,7.143900,48.091906,343.563767
1751148000,2025-06-28 22:00:00,UNI/USD,7.129200,7.161400,7.129200,7.161400,6.038871,43.246771
1751144400,2025-06-28 21:00:00,UNI/USD,7.104700,7.129200,7.104700,7.129200,3.668764,26.155352
1751140800,2025-06-28 20:00:00,UNI/USD,7.101300,7.104700,7.101300,7.104700,2.776852,19.728700
1751137200,2025-06-28 19:00:00,UNI/USD,7.129000,7.129300,7.100400,7.101300,415.594664,2951.262387
1751133600,2025-06-28 18:00:00,UNI/USD,7.159200,7.159600,7.129000,7.129000,109.340000,779.484860
1751130000,2025-06-28 17:00:00,UNI/USD,7.084600,7.166300,7.084600,7.159200,1251.244415,8957.909016
1751126400,2025-06-28 16:00:00,UNI/USD,7.086800,7.157700,7.084600,7.084600,149.907533,1062.034908
1751122800,2025-06-28 15:00:00,UNI/USD,7.006000,7.086800,7.006000,7.086800,15.096548,106.986216
1751119200,2025-06-28 14:00:00,UNI/USD,6.999800,7.006000,6.999800,7.006000,16.870000,118.191220
1751115600,2025-06-28 13:00:00,UNI/USD,7.019500,7.070300,6.999800,6.999800,84.148639,589.023643
1751112000,2025-06-28 12:00:00,UNI/USD,6.989500,7.023300,6.989500,7.019500,287.266653,2016.468271
1751108400,2025-06-28 11:00:00,UNI/USD,7.046400,7.046400,6.989500,6.989500,141.522158,989.169123
1751104800,2025-06-28 10:00:00,UNI/USD,7.050700,7.095300,7.042600,7.046400,253.778888,1788.227556
1751101200,2025-06-28 09:00:00,UNI/USD,6.939400,7.051800,6.939400,7.050700,383.982082,2707.342466
1751097600,2025-06-28 08:00:00,UNI/USD,6.965700,7.001700,6.933400,6.939400,1187.977504,8243.851091
1751094000,2025-06-28 07:00:00,UNI/USD,6.885000,6.965700,6.885000,6.965700,65.664767,457.401067
1751090400,2025-06-28 06:00:00,UNI/USD,6.903800,6.903800,6.879500,6.885000,9.524844,65.578551
1751086800,2025-06-28 05:00:00,UNI/USD,6.866700,6.904700,6.863100,6.903800,99.769320,688.787431
1751083200,2025-06-28 04:00:00,UNI/USD,6.878400,6.878400,6.856900,6.866700,62.980507,432.468247
1751079600,2025-06-28 03:00:00,UNI/USD,6.919800,6.919800,6.878400,6.878400,29.910000,205.732944
1751076000,2025-06-28 02:00:00,UNI/USD,6.901900,6.919800,6.877300,6.919800,168.969034,1169.231921
1751072400,2025-06-28 01:00:00,UNI/USD,6.874400,6.901900,6.842600,6.901900,194.086209,1339.563606
1751068800,2025-06-28 00:00:00,UNI/USD,6.906300,6.907300,6.874400,6.874400,9.083011,62.440251
1751065200,2025-06-27 23:00:00,UNI/USD,6.915600,6.918900,6.906300,6.906300,85.692560,591.818527
1751061600,2025-06-27 22:00:00,UNI/USD,6.963600,6.963600,6.911400,6.915600,195.790000,1354.005324
1751058000,2025-06-27 21:00:00,UNI/USD,6.946000,6.965700,6.946000,6.963600,52.108886,362.865439
1751054400,2025-06-27 20:00:00,UNI/USD,6.916000,6.947000,6.916000,6.946000,39.388608,273.593271
1751050800,2025-06-27 19:00:00,UNI/USD,6.811600,6.916000,6.811600,6.916000,505.251478,3494.319222
1751047200,2025-06-27 18:00:00,UNI/USD,6.822100,6.862100,6.792500,6.811600,144.813345,986.410581
1751043600,2025-06-27 17:00:00,UNI/USD,6.941400,6.941400,6.822100,6.822100,354.276964,2416.912876
1751040000,2025-06-27 16:00:00,UNI/USD,6.943500,6.986300,6.901400,6.941400,351.818907,2442.115761
1751036400,2025-06-27 15:00:00,UNI/USD,6.826600,6.943500,6.826600,6.943500,74.280083,515.763756
1751032800,2025-06-27 14:00:00,UNI/USD,6.838900,6.871800,6.809900,6.826600,109.399893,746.829310
1751029200,2025-06-27 13:00:00,UNI/USD,6.790300,6.838900,6.785700,6.838900,125.629750,859.169297
1751025600,2025-06-27 12:00:00,UNI/USD,6.875200,6.899900,6.790300,6.790300,1204.545516,8179.225417
1751022000,2025-06-27 11:00:00,UNI/USD,6.889700,6.910700,6.859400,6.875200,102.568431,705.178477
1751018400,2025-06-27 10:00:00,UNI/USD,6.965700,6.965700,6.889700,6.889700,410.589205,2828.836446
1751014800,2025-06-27 09:00:00,UNI/USD,6.969600,6.969600,6.889700,6.965700,281.927713,1963.823870
1751011200,2025-06-27 08:00:00,UNI/USD,6.862300,6.970300,6.862300,6.969600,215.381729,1501.124498
1751007600,2025-06-27 07:00:00,UNI/USD,6.925700,6.925700,6.862300,6.862300,86.321774,592.365910
1751004000,2025-06-27 06:00:00,UNI/USD,6.889700,6.938100,6.889700,6.925700,18.654950,129.198587
1751000400,2025-06-27 05:00:00,UNI/USD,6.993400,6.993400,6.889700,6.889700,39.227561,270.266127
1750996800,2025-06-27 04:00:00,UNI/USD,6.916700,6.993400,6.916400,6.993400,224.510282,1570.090206
1750993200,2025-06-27 03:00:00,UNI/USD,6.947000,6.965700,6.889700,6.916700,33.192670,229.583741
1750989600,2025-06-27 02:00:00,UNI/USD,6.905000,6.958500,6.853500,6.947000,231.748041,1609.953641
1750986000,2025-06-27 01:00:00,UNI/USD,6.776500,6.910000,6.736100,6.905000,546.409373,3772.956721
1750982400,2025-06-27 00:00:00,UNI/USD,6.806500,6.847400,6.767900,6.776500,549.045425,3720.606323
1750978800,2025-06-26 23:00:00,UNI/USD,6.802400,6.816200,6.796100,6.806500,73.110962,497.629763
1750975200,2025-06-26 22:00:00,UNI/USD,6.821000,6.821000,6.802400,6.802400,308.192986,2096.451968
1750971600,2025-06-26 21:00:00,UNI/USD,6.903400,6.903400,6.795000,6.821000,54.347074,370.701392
1750968000,2025-06-26 20:00:00,UNI/USD,6.875800,6.965700,6.875800,6.903400,204.999867,1415.196082
1750964400,2025-06-26 19:00:00,UNI/USD,6.786200,6.875800,6.786200,6.875800,272.288874,1872.203840
1750960800,2025-06-26 18:00:00,UNI/USD,6.779700,6.825900,6.748400,6.786200,266.819769,1810.692316
1750957200,2025-06-26 17:00:00,UNI/USD,6.820700,6.875800,6.779700,6.779700,219.473694,1487.965803
1750953600,2025-06-26 16:00:00,UNI/USD,6.873000,6.873000,6.811100,6.820700,58.421675,398.476719
1750950000,2025-06-26 15:00:00,UNI/USD,6.903000,6.903000,6.807800,6.873000,457.865802,3146.911657
1750946400,2025-06-26 14:00:00,UNI/USD,6.804000,6.903300,6.768100,6.903000,82.883063,572.141784
1750942800,2025-06-26 13:00:00,UNI/USD,6.885200,6.885200,6.795000,6.804000,671.280001,4567.389127
1750939200,2025-06-26 12:00:00,UNI/USD,6.956100,6.956100,6.883500,6.885200,760.473517,5236.012259
1750935600,2025-06-26 11:00:00,UNI/USD,6.974100,6.982900,6.938300,6.956100,164.804510,1146.396652
1750932000,2025-06-26 10:00:00,UNI/USD,7.036100,7.043000,6.972600,6.974100,150.622240,1050.454564
1750928400,2025-06-26 09:00:00,UNI/USD,7.180600,7.180600,7.021300,7.036100,1003.543045,7061.029219
1750924800,2025-06-26 08:00:00,UNI/USD,7.240600,7.240600,7.173700,7.180600,233.954342,1679.932548
1750921200,2025-06-26 07:00:00,UNI/USD,7.201900,7.270400,7.170300,7.240600,421.725724,3053.547277
1750917600,2025-06-26 06:00:00,UNI/USD,7.208100,7.279100,7.169900,7.201900,296.397629,2134.626084
1750914000,2025-06-26 05:00:00,UNI/USD,7.195900,7.208100,7.167200,7.208100,87.560000,631.141236
1750910400,2025-06-26 04:00:00,UNI/USD,7.170700,7.229500,7.138400,7.195900,639.031146,4598.404224
1750906800,2025-06-26 03:00:00,UNI/USD,7.254900,7.316100,7.166300,7.170700,306.969408,2201.185534
1750903200,2025-06-26 02:00:00,UNI/USD,7.056100,7.261400,7.056100,7.254900,393.373414,2853.884781
1750899600,2025-06-26 01:00:00,UNI/USD,6.965500,7.161400,6.923200,7.056100,431.029410,3041.386620
1750896000,2025-06-26 00:00:00,UNI/USD,6.989900,7.030300,6.944800,6.965500,249.060122,1734.828280
1750892400,2025-06-25 23:00:00,UNI/USD,6.963700,6.990200,6.954600,6.989900,265.212541,1853.809140
1750888800,2025-06-25 22:00:00,UNI/USD,7.002700,7.002700,6.963700,6.963700,70.741780,492.624533
1750885200,2025-06-25 21:00:00,UNI/USD,7.042200,7.062900,7.002700,7.002700,85.145996,596.251866
1750881600,2025-06-25 20:00:00,UNI/USD,6.994000,7.042200,6.994000,7.042200,31.440958,221.413514
1750878000,2025-06-25 19:00:00,UNI/USD,6.923800,6.998000,6.923800,6.994000,150.701908,1054.009145
1750874400,2025-06-25 18:00:00,UNI/USD,6.938300,6.964100,6.912500,6.923800,422.401344,2924.622426
1750870800,2025-06-25 17:00:00,UNI/USD,6.874200,7.014200,6.874200,6.938300,73.861967,512.476486
1750867200,2025-06-25 16:00:00,UNI/USD,6.898300,6.960200,6.874200,6.874200,590.762284,4061.018093
1750863600,2025-06-25 15:00:00,UNI/USD,7.050800,7.050800,6.889100,6.898300,1181.623014,8151.190037
1750860000,2025-06-25 14:00:00,UNI/USD,7.128500,7.128500,6.923200,7.050800,676.737238,4771.538918
1750856400,2025-06-25 13:00:00,UNI/USD,7.033600,7.128500,7.033600,7.128500,153.002742,1090.680046
1750852800,2025-06-25 12:00:00,UNI/USD,7.090400,7.090400,7.025800,7.033600,126.346997,888.674238
1750849200,2025-06-25 11:00:00,UNI/USD,7.111100,7.126100,7.084600,7.090400,477.138157,3383.100388
1750845600,2025-06-25 10:00:00,UNI/USD,7.106100,7.133000,7.106100,7.111100,185.450000,1318.753495
1750842000,2025-06-25 09:00:00,UNI/USD,7.174200,7.243900,7.106100,7.106100,161.036132,1144.338858
1750838400,2025-06-25 08:00:00,UNI/USD,7.261400,7.261400,7.148500,7.174200,161.145168,1156.087664
1750834800,2025-06-25 07:00:00,UNI/USD,7.227900,7.261400,7.207000,7.261400,21.595352,156.812489
1750831200,2025-06-25 06:00:00,UNI/USD,7.202700,7.227900,7.130000,7.227900,214.501239,1550.393505
1750827600,2025-06-25 05:00:00,UNI/USD,7.194000,7.202700,7.131800,7.202700,91.367667,658.093895
1750824000,2025-06-25 04:00:00,UNI/USD,7.166300,7.261400,7.166300,7.194000,57.614783,414.480749
1750820400,2025-06-25 03:00:00,UNI/USD,7.237100,7.243100,7.166300,7.166300,403.386433,2890.788195
1750816800,2025-06-25 02:00:00,UNI/USD,7.270100,7.360000,7.227300,7.237100,437.804916,3168.437958
1750813200,2025-06-25 01:00:00,UNI/USD,7.126200,7.289300,7.126200,7.270100,1980.801077,14400.621910
1750809600,2025-06-25 00:00:00,UNI/USD,7.051600,7.129200,7.046500,7.126200,559.489717,3987.035621
1750806000,2025-06-24 23:00:00,UNI/USD,7.072800,7.072800,7.050800,7.051600,43.800000,308.860080
1750802400,2025-06-24 22:00:00,UNI/USD,7.035100,7.072800,7.035100,7.072800,104.790000,741.158712
1750798800,2025-06-24 21:00:00,UNI/USD,7.085000,7.085000,7.035100,7.035100,36.608212,257.542432
1750795200,2025-06-24 20:00:00,UNI/USD,6.991300,7.095600,6.991300,7.085000,48.521816,343.777066
1750791600,2025-06-24 19:00:00,UNI/USD,7.064600,7.064600,6.979500,6.991300,59.169775,413.673648
1750788000,2025-06-24 18:00:00,UNI/USD,7.051800,7.128500,7.025800,7.064600,184.381327,1302.580323
1750784400,2025-06-24 17:00:00,UNI/USD,7.166300,7.166300,7.051800,7.051800,42.817879,301.943119
1750780800,2025-06-24 16:00:00,UNI/USD,6.981500,7.166300,6.981500,7.166300,1109.776856,7952.993883
1750777200,2025-06-24 15:00:00,UNI/USD,6.966900,7.002200,6.938400,6.981500,1602.657693,11188.954684
1750773600,2025-06-24 14:00:00,UNI/USD,6.931400,7.005700,6.931400,6.966900,169.267561,1179.270171
1750770000,2025-06-24 13:00:00,UNI/USD,6.965700,6.965700,6.889700,6.931400,455.306693,3155.912812
1750766400,2025-06-24 12:00:00,UNI/USD,6.922100,6.965700,6.916300,6.965700,100.357197,699.058127
1750762800,2025-06-24 11:00:00,UNI/USD,6.926200,6.965100,6.889100,6.922100,64.311825,445.172884
1750759200,2025-06-24 10:00:00,UNI/USD,6.906300,6.926300,6.906300,6.926200,123.085342,852.513696
1750755600,2025-06-24 09:00:00,UNI/USD,6.865300,6.998000,6.865300,6.906300,1744.318518,12046.786981
1750752000,2025-06-24 08:00:00,UNI/USD,6.944900,6.944900,6.862300,6.865300,1524.395899,10465.435165
1750748400,2025-06-24 07:00:00,UNI/USD,7.028400,7.028400,6.944900,6.944900,21.750153,151.052638
1750744800,2025-06-24 06:00:00,UNI/USD,6.972400,7.084500,6.917200,7.028400,1426.897731,10028.808013
1750741200,2025-06-24 05:00:00,UNI/USD,6.828900,6.972400,6.828900,6.972400,559.192720,3898.915321
1750737600,2025-06-24 04:00:00,UNI/USD,6.849600,6.849900,6.806300,6.828900,257.689250,1759.734119
1750734000,2025-06-24 03:00:00,UNI/USD,6.866700,6.866700,6.849600,6.849600,8.542105,58.510002
1750730400,2025-06-24 02:00:00,UNI/USD,6.866100,6.868900,6.866100,6.866700,308.200000,2116.316940
1750726800,2025-06-24 01:00:00,UNI/USD,6.780700,6.866700,6.780700,6.866100,144.910000,994.966551
1750723200,2025-06-24 00:00:00,UNI/USD,6.816300,6.840300,6.780700,6.780700,863.245421,5853.408226
1750719600,2025-06-23 23:00:00,UNI/USD,6.845000,6.862100,6.811500,6.816300,423.481247,2886.575224
1750716000,2025-06-23 22:00:00,UNI/USD,6.655500,6.917100,6.655500,6.845000,1761.654083,12058.522198
1750712400,2025-06-23 21:00:00,UNI/USD,6.725000,6.758800,6.655500,6.655500,436.153983,2902.822834
1750708800,2025-06-23 20:00:00,UNI/USD,6.589800,6.787000,6.589800,6.725000,1034.024577,6953.815280
1750705200,2025-06-23 19:00:00,UNI/USD,6.691400,6.691400,6.562400,6.589800,1075.397916,7086.657187
1750701600,2025-06-23 18:00:00,UNI/USD,6.335000,6.720800,6.335000,6.691400,2791.939468,18681.983756
1750698000,2025-06-23 17:00:00,UNI/USD,6.092700,6.390000,6.092700,6.335000,2274.885451,14411.399332
1750694400,2025-06-23 16:00:00,UNI/USD,6.186700,6.186700,6.064500,6.092700,1410.537530,8593.982009
1750690800,2025-06-23 15:00:00,UNI/USD,6.227900,6.254200,6.186700,6.186700,18.325701,113.375614
1750687200,2025-06-23 14:00:00,UNI/USD,6.350400,6.387000,6.220400,6.227900,902.960931,5623.550382
1750683600,2025-06-23 13:00:00,UNI/USD,6.273300,6.350400,6.154500,6.350400,2638.248278,16753.931865
1750680000,2025-06-23 12:00:00,UNI/USD,6.250700,6.292000,6.206200,6.273300,76.942764,482.685041
1750676400,2025-06-23 11:00:00,UNI/USD,6.252700,6.277800,6.230600,6.250700,313.073255,1956.926995
1750672800,2025-06-23 10:00:00,UNI/USD,6.267300,6.267300,6.249400,6.252700,68.134755,426.026183
1750669200,2025-06-23 09:00:00,UNI/USD,6.301700,6.301700,6.267300,6.267300,9.410670,58.979492
1750665600,2025-06-23 08:00:00,UNI/USD,6.338500,6.338500,6.301700,6.301700,66.600000,419.693220
1750662000,2025-06-23 07:00:00,UNI/USD,6.283900,6.361600,6.283900,6.338500,724.766303,4593.931212
1750658400,2025-06-23 06:00:00,UNI/USD,6.323800,6.323800,6.283900,6.283900,1068.095130,6711.802987
1750654800,2025-06-23 05:00:00,UNI/USD,6.286200,6.350400,6.286200,6.323800,1254.923596,7935.885836
1750651200,2025-06-23 04:00:00,UNI/USD,6.307100,6.307100,6.286200,6.286200,382.620000,2405.225844
1750647600,2025-06-23 03:00:00,UNI/USD,6.291000,6.307100,6.291000,6.307100,156.957915,989.949266
1750644000,2025-06-23 02:00:00,UNI/USD,6.294100,6.302400,6.286200,6.291000,368.202427,2316.361468
1750640400,2025-06-23 01:00:00,UNI/USD,6.346800,6.346800,6.286100,6.294100,87.818806,552.740347
1750636800,2025-06-23 00:00:00,UNI/USD,6.285900,6.356300,6.230300,6.346800,3335.794115,21171.618089
1750633200,2025-06-22 23:00:00,UNI/USD,6.285900,6.285900,6.285900,6.285900,0.000000,0.000000
1750629600,2025-06-22 22:00:00,UNI/USD,6.185800,6.285900,6.170000,6.285900,535.721278,3367.490381
1750626000,2025-06-22 21:00:00,UNI/USD,6.185800,6.185800,6.185800,6.185800,0.000000,0.000000
1750622400,2025-06-22 20:00:00,UNI/USD,6.040400,6.185800,5.950000,6.185800,2150.295105,13301.295461
1750618800,2025-06-22 19:00:00,UNI/USD,6.088700,6.117300,6.040400,6.040400,131.404920,793.738279
1750615200,2025-06-22 18:00:00,UNI/USD,6.182200,6.182200,6.088700,6.088700,598.639371,3644.935538
1750611600,2025-06-22 17:00:00,UNI/USD,6.211200,6.263000,6.137500,6.182200,636.495043,3934.939655
1750608000,2025-06-22 16:00:00,UNI/USD,6.209600,6.224400,6.191500,6.211200,381.461640,2369.334538
1750604400,2025-06-22 15:00:00,UNI/USD,6.316300,6.335300,6.209600,6.209600,286.673008,1780.124710
1750600800,2025-06-22 14:00:00,UNI/USD,6.261300,6.350400,6.186900,6.316300,2093.735831,13224.663629
1750597200,2025-06-22 13:00:00,UNI/USD,6.421300,6.421300,6.154500,6.261300,1540.995567,9648.635544
1750593600,2025-06-22 12:00:00,UNI/USD,6.419600,6.439100,6.374500,6.421300,427.956787,2748.038916
1750590000,2025-06-22 11:00:00,UNI/USD,6.418000,6.434200,6.418000,6.419600,9.093554,58.376979
1750586400,2025-06-22 10:00:00,UNI/USD,6.338300,6.429900,6.338300,6.418000,190.054747,1219.771366
1750582800,2025-06-22 09:00:00,UNI/USD,6.406200,6.421200,6.338300,6.338300,294.265110,1865.140547
1750579200,2025-06-22 08:00:00,UNI/USD,6.428300,6.431000,6.401400,6.406200,219.852485,1408.418989
1750575600,2025-06-22 07:00:00,UNI/USD,6.488900,6.488900,6.412300,6.428300,300.993021,1934.873437
1750572000,2025-06-22 06:00:00,UNI/USD,6.459800,6.490400,6.459800,6.488900,126.280682,819.422717
1750568400,2025-06-22 05:00:00,UNI/USD,6.504100,6.539200,6.443500,6.459800,317.686012,2052.188100
1750564800,2025-06-22 04:00:00,UNI/USD,6.400000,6.546500,6.400000,6.504100,185.183627,1204.452828
1750561200,2025-06-22 03:00:00,UNI/USD,6.439100,6.439100,6.384200,6.400000,151.677792,970.737869
1750557600,2025-06-22 02:00:00,UNI/USD,6.478700,6.514200,6.354800,6.439100,402.245933,2590.101787
1750554000,2025-06-22 01:00:00,UNI/USD,6.559400,6.609600,6.472600,6.478700,1151.030120,7457.178838
1750550400,2025-06-22 00:00:00,UNI/USD,6.468900,6.593500,6.367700,6.559400,2091.158265,13716.743523
1750546800,2025-06-21 23:00:00,UNI/USD,6.676400,6.676400,6.220400,6.468900,3835.789122,24813.336251
1750543200,2025-06-21 22:00:00,UNI/USD,6.736500,6.821000,6.663500,6.676400,1089.046008,7270.906768
1750539600,2025-06-21 21:00:00,UNI/USD,6.918300,6.962800,6.653700,6.736500,1302.653355,8775.324326
1750536000,2025-06-21 20:00:00,UNI/USD,6.802100,6.933500,6.793900,6.918300,176.258277,1219.407638
1750532400,2025-06-21 19:00:00,UNI/USD,6.835100,6.835100,6.802100,6.802100,489.904818,3332.381563
1750528800,2025-06-21 18:00:00,UNI/USD,6.849300,6.895700,6.835100,6.835100,73.935440,505.356126
1750525200,2025-06-21 17:00:00,UNI/USD,6.862400,6.904000,6.826900,6.849300,231.509856,1585.680457
1750521600,2025-06-21 16:00:00,UNI/USD,6.836900,6.862400,6.802100,6.862400,407.302216,2795.070727
1750518000,2025-06-21 15:00:00,UNI/USD,6.812700,6.838000,6.777000,6.836900,126.816987,867.035058
1750514400,2025-06-21 14:00:00,UNI/USD,6.749900,6.812700,6.736800,6.812700,395.918794,2697.275968
1750510800,2025-06-21 13:00:00,UNI/USD,6.847500,6.883000,6.741300,6.749900,536.104889,3618.654390
1750507200,2025-06-21 12:00:00,UNI/USD,6.932900,6.964000,6.842800,6.847500,1993.850651,13652.892333
1750503600,2025-06-21 11:00:00,UNI/USD,6.937200,6.946700,6.899000,6.932900,444.482117,3081.550069
1750500000,2025-06-21 10:00:00,UNI/USD,7.042000,7.067800,6.889200,6.937200,991.573904,6878.746487
1750496400,2025-06-21 09:00:00,UNI/USD,6.976800,7.042000,6.976800,7.042000,183.441618,1291.795874
1750492800,2025-06-21 08:00:00,UNI/USD,6.944600,6.976800,6.885300,6.976800,972.744275,6786.642258
1750489200,2025-06-21 07:00:00,UNI/USD,7.029900,7.029900,6.936600,6.944600,1241.442262,8621.319933
1750485600,2025-06-21 06:00:00,UNI/USD,7.061000,7.061000,7.024600,7.029900,42.312307,297.451287
1750482000,2025-06-21 05:00:00,UNI/USD,7.040700,7.067800,7.024600,7.061000,641.854873,4532.137258
1750478400,2025-06-21 04:00:00,UNI/USD,7.090200,7.090200,7.035100,7.040700,59.406058,418.260233
1750474800,2025-06-21 03:00:00,UNI/USD,7.055200,7.098200,7.039900,7.090200,10.174530,72.139453
1750471200,2025-06-21 02:00:00,UNI/USD,7.085600,7.095500,7.039800,7.055200,345.674666,2438.803904
1750467600,2025-06-21 01:00:00,UNI/USD,7.062700,7.129200,7.052900,7.085600,480.213037,3402.597495
1750464000,2025-06-21 00:00:00,UNI/USD,7.096300,7.096300,7.062700,7.062700,329.756320,2328.969961
1750460400,2025-06-20 23:00:00,UNI/USD,7.032500,7.129200,7.023300,7.096300,348.900413,2475.902001
1750456800,2025-06-20 22:00:00,UNI/USD,7.116700,7.116700,7.029700,7.032500,581.089993,4086.515376
1750453200,2025-06-20 21:00:00,UNI/USD,7.143300,7.143300,7.093000,7.116700,280.199897,1994.098607
1750449600,2025-06-20 20:00:00,UNI/USD,7.113800,7.191200,7.097400,7.143300,164.335467,1173.897541
1750446000,2025-06-20 19:00:00,UNI/USD,7.087400,7.113800,7.000000,7.113800,858.688205,6108.536153
1750442400,2025-06-20 18:00:00,UNI/USD,7.098500,7.175600,7.072900,7.087400,281.971819,1998.447070
1750438800,2025-06-20 17:00:00,UNI/USD,7.470400,7.470400,7.020800,7.098500,5245.251239,37233.415920
1750435200,2025-06-20 16:00:00,UNI/USD,7.535200,7.535200,7.446800,7.470400,583.774640,4361.030071
1750431600,2025-06-20 15:00:00,UNI/USD,7.577700,7.623400,7.508300,7.535200,608.220934,4583.066382
1750428000,2025-06-20 14:00:00,UNI/USD,7.721800,7.756400,7.575100,7.577700,334.812842,2537.111273
1750424400,2025-06-20 13:00:00,UNI/USD,7.710600,7.790000,7.674300,7.721800,291.216006,2248.711755
1750420800,2025-06-20 12:00:00,UNI/USD,7.745700,7.745700,7.708900,7.710600,140.086081,1080.147736
1750417200,2025-06-20 11:00:00,UNI/USD,7.776400,7.776400,7.685200,7.745700,205.611088,1592.601804
1750413600,2025-06-20 10:00:00,UNI/USD,7.806800,7.847000,7.759000,7.776400,363.793987,2829.007561
1750410000,2025-06-20 09:00:00,UNI/USD,7.856100,7.908700,7.742300,7.806800,1505.780909,11755.330400
1750406400,2025-06-20 08:00:00,UNI/USD,7.809900,7.977400,7.809400,7.856100,1134.263556,8910.887922
1750402800,2025-06-20 07:00:00,UNI/USD,7.557200,7.827700,7.556000,7.809900,495.690156,3871.290549
1750399200,2025-06-20 06:00:00,UNI/USD,7.569900,7.591700,7.553000,7.557200,308.541506,2331.709869
1750395600,2025-06-20 05:00:00,UNI/USD,7.461000,7.569900,7.461000,7.569900,397.507749,3009.093909
1750392000,2025-06-20 04:00:00,UNI/USD,7.584100,7.584100,7.447600,7.461000,792.512032,5912.932271
1750388400,2025-06-20 03:00:00,UNI/USD,7.650800,7.650800,7.527700,7.584100,807.946794,6127.549280
1750384800,2025-06-20 02:00:00,UNI/USD,7.824200,7.890300,7.640000,7.650800,1080.112977,8263.728364
1750381200,2025-06-20 01:00:00,UNI/USD,7.709900,7.891600,7.708900,7.824200,764.176102,5979.066657
1750377600,2025-06-20 00:00:00,UNI/USD,7.675600,7.776600,7.675600,7.709900,1426.829259,11000.710904
